"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","THICKNESS_OF_I","IND_FOR_PRECIP"
"XCBJ8","2021-09-30T03:00:00","25.50","-109.10",,,"1","5","2","5","9",,"1",,,,,,,,,"10087","3","10","8","291",,"234","211",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-30T04:00:00","23.50","-107.90",,,"1","5","2","5","6","4","1",,,,,,,,,"10102","1","21","8","290",,"252","237",,,,,"A",,"A","A",,,,,,,"239","37","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-30T04:00:00","25.50","-109.00",,,"1","5","2","5","9",,"1",,,,,,,,,"10094","3","14","8","288",,"237","216",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-30T05:00:00","23.60","-108.20",,,"1","5","2","5","6","4","1",,,,,,,,,"10107","1","19","8","289",,"249","234",,,,,"A",,"A","A",,,,,,,"239","38","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-30T05:00:00","25.50","-109.00",,,"1","5","2","5","1","2","1",,,,,,,,,"10099","3","16","8","282",,"241","225",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-30T06:00:00","23.70","-108.50",,,"1","5","2","5","9",,"1",,,,,,,,,"10108","1","11","8","289",,"248","231",,,,,"A",,"A","A",,,,,,,"239","38","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-30T06:00:00","25.50","-109.00",,,"1","5","2","5","1","1","1",,,,,,,,,"10100","1","13","8","271",,"232","216",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-30T07:00:00","25.50","-109.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10101","1","6","8","270",,"233","218",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-30T08:00:00","25.50","-109.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10098","8","1","8","269",,"238","226",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCAY9","2021-09-30T09:00:00","24.00","-109.50",,,"1","5","2","5","6","4","1",,"150","4","149","1","98",,"0","10093","8","14","8","280",,"246","233",,,"2","1","1","4","8","0",,"7","1",,,,"239","49","798","172","5","1","2","1","F12511","111A11111A11A1","5",,"0",,,
"XCBJ8","2021-09-30T09:00:00","25.50","-109.20",,,"1","5","2","5","5","1","1",,,,,,,,,"10095","8","5","8","271",,"237","223",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"ZCDM6","2021-09-30T09:00:00","21.70","-108.40",,,"1","6","2","5","7","2","1",,"290","3","87","1","98","2",,"10047",,,"8","280",,"255","245","1","328","1","0","A","A","A","A",,"6","1",,,,"239","18","798","172","5","1","2","1","311111","1111A1111111AA","5",,,,,
"XCBJ8","2021-09-30T10:00:00","25.30","-109.40",,,"1","4","0","0","5","2","1","0","90","4","62",,"98","0","0","10083","8","17","0","288","0","237","216",,"310","0","0","0","9","0","0",,"2","0","0",,,"239","59","992","114","5","1","2","1","112111","11111111111131",,"1","0","0",,"4"
"XCBJ8","2021-09-30T11:00:00","25.00","-109.60",,,"1","5","2","5","5","3","1",,,,,,,,,"10082","5","16","8","282",,"235","216",,,,,"A",,"A","A",,,,,,,"239","59","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"XCBJ8","2021-09-30T12:00:00","24.80","-109.80",,,"1","6","2","5","5","4","1",,"240","4","77","1","97","0","0","10086","5","9","8","273",,"227","207","7","310","2","2","1","5","0","1",,"2","2","4","2","1","239","49","798","172","5","1","2","1","111111","11111111111111","5",,"0",,,
"XCBJ8","2021-09-30T13:00:00","24.50","-110.00",,,"1","5","2","5","5","4","1",,,,,,,,,"10089","3","6","8","257",,"214","194",,,,,"A",,"A","A",,,,,,,"238","40","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,,
"VRTO7","2021-09-30T14:00:00","20.90","-108.40",,,"1","6","2","5","3","4","1",,"320","4","51","1","98","3","1","10072","4","0","8","290",,"260","248","7",,"3","3","5","3","7","A",,,,,,,"239","8","798","172","5","1","2","2","611111","11111111161AA1","5",,"1",,,
"VRTO7","2021-09-30T19:00:00","20.10","-107.20",,,"1","5","2","5","3","4","1",,"270","4","41","1","98","3",,"10062",,,"8","320",,"290","279",,,"6","1","2","4","6","A",,"10","2",,,,"239","7","798","172","5","1","2","2","F11111","1111A1111A11AA","5",,,,,
