"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","IND_FOR_PRECIP"
"5100001","2019-09-08T05:30:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","80",,,,,"10191",,,,"274",,,"250","1","277",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T05:30:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","80",,,,,"10195",,,"8","274",,,"255",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-08T05:40:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","80",,,,,"10192",,,,"275",,,"252","1","277",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T05:40:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","90",,,,,"10195",,,"8","273",,,"253",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-08T05:50:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","80",,,,,"10191",,,,"274",,,"253","1","277",,,,,,,,"8","4","16","16","2","233","42","793","103","6","1","2","1","111111","11AAA11A11A13A",,,"6",,,"4"
"5100101","2019-09-08T05:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","80",,,,,"10196",,,,"274",,,"256",,,,,,,,,,"8","3","17","16","2","233","42","793","103","6","1","2","1","F11111","11AAA11A1AA13A",,,"6",,,"4"
"1401668","2019-09-08T06:00:00","23.08","-165.00",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","279",,,,,,,,,,,,,"233","35","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"3201645","2019-09-08T06:00:00","25.18","-161.69",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","277",,,,,,,,,,,,,"233","51","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4301534","2019-09-08T06:00:00","27.32","-169.63",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"233","79","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4301608","2019-09-08T06:00:00","26.60","-161.31",,,"1","4","2","5",,,"11",,,,,,,,,"10214",,,"8",,,,,"9","275",,,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2019-09-08T06:00:00","24.50","-162.00",,,"1","4","2","0","0","0","11","0","80","1","80",,,,,"10191",,,"0","274",,,"253","1","277",,,,"A",,,,"8","4","16","16","2","233","42","993","114","6","1","2","1","111111","11AAA11A11813A",,,"6",,,"4"
"5100101","2019-09-08T06:00:00","24.40","-162.10",,,"1","4","2","0","0","0","11","0","80","1","80",,,,,"10196",,,"0","274",,,"256",,,,,,"A",,,,"8","3","17","16","2","233","42","993","114","6","1","2","1","F11111","11AAA11A1A813A",,,"6",,,"4"
"5100809","2019-09-08T06:00:00","27.28","-169.42",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"233","79","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"WTEF","2019-09-08T06:00:00","23.10","-160.50",,,"1","5","2","5","9",,"1",,"80","4","118",,,,,"10167",,,"8","273",,,"235",,,,,"A",,"A","A",,,,,,,"233","30","798","172","5","1","2","1","F11111","11AAA11A1A8AAA",,"5",,,,
"5100001","2019-09-08T06:10:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10192",,,,"275",,,"251","1","277",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T06:10:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","90",,,,,"10197",,,"8","275",,,"255",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-08T06:20:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","80",,,,,"10194",,,,"276",,,"253","1","277",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T06:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","80",,,,,"10198",,,"8","275",,,"257",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-08T06:30:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10194",,,,"275",,,"250","1","277",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T06:30:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","80",,,,,"10199",,,"8","275",,,"257",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-08T06:40:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","80",,,,,"10195",,,,"276",,,"251","1","277",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T06:40:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","80",,,,,"10199",,,"8","275",,,"255",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-08T06:50:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10196",,,,"276",,,"248","1","277",,,,,,,,"8","3","19","16","2","233","42","793","103","6","1","2","1","111111","11AAA11A11A13A",,,"6",,,"4"
"5100101","2019-09-08T06:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10200",,,,"276",,,"253",,,,,,,,,,"7","3","11","8","3","233","42","793","103","6","1","2","1","F11111","11AAA11A1AA11A",,,"6",,,"4"
"1401668","2019-09-08T07:00:00","23.07","-165.01",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","279",,,,,,,,,,,,,"233","35","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"3201645","2019-09-08T07:00:00","25.20","-161.69",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","277",,,,,,,,,,,,,"233","51","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4301608","2019-09-08T07:00:00","26.60","-161.31",,,"1","4","2","5",,,"11",,,,,,,,,"10219",,,"8",,,,,"9","275",,,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2019-09-08T07:00:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10197","3","14",,"276",,,"249","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAA1",,,"6",,,"4"
"5100101","2019-09-08T07:00:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","90",,,,,"10202","3","12","8","276",,,"253",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAA1",,,,,,
"5100809","2019-09-08T07:00:00","27.28","-169.42",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"233","79","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"WTEF","2019-09-08T07:00:00","23.00","-160.40",,,"1","5","2","5","9",,"1",,"50","4","113",,,,,"10174",,,"8","254",,,"236",,,,,"A",,"A","A",,,,,,,"233","30","798","172","5","1","2","1","F11111","11AAA11A1A8AAA",,"5",,,,
"4301534","2019-09-08T07:04:00","27.33","-169.64",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"233","79","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5100001","2019-09-08T07:10:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10198",,,,"276",,,"248","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T07:10:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","80",,,,,"10203",,,"8","276",,,"251",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-08T07:20:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10199",,,,"277",,,"251","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T07:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","90",,,,,"10203",,,"8","277",,,"251",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-08T07:30:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10199",,,,"276",,,"251","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T07:30:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","90",,,,,"10203",,,"8","277",,,"251",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-08T07:40:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10200",,,,"277",,,"250","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T07:40:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","90",,,,,"10204",,,"8","277",,,"250",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-08T07:50:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","80",,,,,"10200",,,,"276",,,"250","1","276",,,,,,,,"7","4","10","10","2","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,"4"
"5100101","2019-09-08T07:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","80",,,,,"10204",,,,"277",,,"253",,,,,,,,,,"8","3","32","16","2","233","42","793","103","6","1","2","1","F11111","11AAA11A1AA13A",,,"6",,,"4"
"1401668","2019-09-08T08:00:00","23.08","-165.01",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","279",,,,,,,,,,,,,"233","35","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"3201645","2019-09-08T08:00:00","25.21","-161.69",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","277",,,,,,,,,,,,,"233","51","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4301608","2019-09-08T08:00:00","26.60","-161.31",,,"1","4","2","5",,,"11",,,,,,,,,"10220",,,"8",,,,,"9","275",,,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2019-09-08T08:00:00","24.50","-162.00",,,"1","4","2","0","0","0","11","0","80","1","80",,,,,"10200",,,"0","276",,,"250","1","276",,,,"A",,,,"7","4","10","10","2","233","42","993","114","6","1","2","1","111111","11AAA11A11811A",,,"6",,,"4"
"5100101","2019-09-08T08:00:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","80",,,,,"10204","1","12","8","276",,,"252",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAA1",,,,,,
"5100809","2019-09-08T08:00:00","27.29","-169.39",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,,"233","79","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4301534","2019-09-08T08:04:00","27.33","-169.64",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"233","79","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5100001","2019-09-08T08:10:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10200",,,,"277",,,"248","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T08:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10204",,,,"277",,,"251",,,,,,,,,,,,,,,"233","42","793","103","6","1","2","1","F11111","11AAA11A1AAAAA",,,"6",,,"4"
"5100001","2019-09-08T08:20:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10200",,,,"277",,,"247","1","276",,,,,,,,,,,,,"233","42","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T08:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","80",,,,,"10204",,,,"276",,,"254",,,,,,,,,,,,,,,"233","42","793","103","6","0",,"1","F11111","11AAA11A1AAAAA",,,"6",,,"4"
"5100001","2019-09-08T08:30:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10200",,,,"276",,,"248","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T08:30:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","80",,,,,"10203",,,"8","276",,,"254",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-08T08:40:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10199",,,,"276",,,"248","1","276",,,,,,,,,,,,,"233","42","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T08:40:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10202",,,,"275",,,"252",,,,,,,,,,,,,,,"233","42","793","103","6","0",,"1","F11111","11AAA11A1AAAAA",,,"6",,,"4"
"5100001","2019-09-08T08:50:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10199",,,,"276",,,"247","1","276",,,,,,,,"8","3","11","9","2","233","42","793","103","6","0",,"1","111111","11AAA11A11A11A",,,"6",,,"4"
"5100101","2019-09-08T08:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","80",,,,,"10202",,,,"276",,,"252",,,,,,,,,,"8","4","20","15","2","233","42","793","103","6","0",,"1","F11111","11AAA11A1AA13A",,,"6",,,"4"
"1401668","2019-09-08T09:00:00","23.07","-165.02",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","279",,,,,,,,,,,,,"233","35","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"3201645","2019-09-08T09:00:00","25.21","-161.68",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","276",,,,,,,,,,,,,"233","51","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4301534","2019-09-08T09:00:00","27.34","-169.64",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"233","79","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4301608","2019-09-08T09:00:00","26.60","-161.31",,,"1","4","2","5",,,"11",,,,,,,,,"10217",,,"8",,,,,"9","275",,,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2019-09-08T09:00:00","24.50","-162.00",,,"1","4","2","0","0","0","11","0","80","1","90",,,,,"10199",,,"0","276",,,"247","1","276",,,,"A",,,,"8","3","11","9","2","233","42","993","114","6","1","2","1","111111","11AAA11A11811A",,,"6",,,"4"
"5100101","2019-09-08T09:00:00","24.40","-162.10",,,"1","4","2","0","0","0","11","0","80","1","80",,,,,"10202",,,"0","276",,,"252",,,,,,"A",,,,"8","4","20","15","2","233","42","993","114","6","1","2","1","F11111","11AAA11A1A813A",,,"6",,,"4"
"5100809","2019-09-08T09:00:00","27.29","-169.42",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,,"233","79","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"WTEF","2019-09-08T09:00:00","22.80","-160.10",,,"1","5","2","5","9",,"1",,"90","4","123",,,,,"10171",,,"8","273",,,"240",,,,,"A",,"A","A",,,,,,,"233","20","798","172","5","1","2","1","F11111","11AAA11A1A8AAA",,"5",,,,
"5100001","2019-09-08T09:10:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","70","1","90",,,,,"10197",,,,"276",,,"250","1","276",,,,,,,,,,,,,"233","42","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T09:10:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","80",,,,,"10202",,,,"276",,,"252",,,,,,,,,,,,,,,"233","42","793","103","6","0",,"1","F11111","11AAA11A1AAAAA",,,"6",,,"4"
"5100001","2019-09-08T09:20:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10197",,,,"275",,,"245",,,,,,,,,,,,,,,"233","42","793","103","6","0",,"1","F11111","11AAA11A1AAAAA",,,"6",,,"4"
"5100101","2019-09-08T09:20:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10202",,,,"275",,,"252",,,,,,,,,,,,,,,"233","42","793","103","6","0",,"1","F11111","11AAA11A1AAAAA",,,"6",,,"4"
"5100001","2019-09-08T09:30:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10197",,,,"276",,,"246","1","276",,,,,,,,,,,,,"233","42","793","103","6","0",,"1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T09:30:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10201",,,,"276",,,"252",,,,,,,,,,,,,,,"233","42","793","103","6","0",,"1","F11111","11AAA11A1AAAAA",,,"6",,,"4"
"5100001","2019-09-08T09:40:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","80",,,,,"10196",,,,"276",,,"248","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T09:40:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","80",,,,,"10201",,,"8","275",,,"252",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-08T09:50:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10196",,,,"275",,,"246","1","276",,,,,,,,"8","3","16","14","2","233","42","793","103","6","1","2","1","111111","11AAA11A11A13A",,,"6",,,"4"
"5100101","2019-09-08T09:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10201",,,,"275",,,"250",,,,,,,,,,"7","4","19","16","2","233","42","793","103","6","1","2","1","F11111","11AAA11A1AA13A",,,"6",,,"4"
"4301534","2019-09-08T10:00:00","27.35","-169.65",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"233","79","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4301608","2019-09-08T10:00:00","26.60","-161.30",,,"1","4","2","5",,,"11",,,,,,,,,"10215",,,"8",,,,,"9","275",,,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2019-09-08T10:00:00","24.50","-162.00",,,"1","4","2","5",,,"11",,"80","1","80",,,,,"10197","0","0","8","275",,,"250",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAA1",,,,,,
"5100101","2019-09-08T10:00:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","90",,,,,"10201","4","0","8","275",,,"248",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAA1",,,,,,
"5100809","2019-09-08T10:00:00","27.29","-169.42",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,,"233","79","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"3201645","2019-09-08T10:02:00","25.22","-161.68",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","276",,,,,,,,,,,,,"233","51","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"3201647","2019-09-08T10:04:00","27.45","-169.27",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","283",,,,,,,,,,,,,"233","79","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5100001","2019-09-08T10:10:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","80",,,,,"10195",,,,"274",,,"251","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T10:10:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","90",,,,,"10200",,,"8","275",,,"249",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-08T10:20:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","80",,,,,"10195",,,,"275",,,"254","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T10:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","80",,,,,"10199",,,"8","275",,,"252",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-08T10:30:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","80",,,,,"10195",,,,"273",,,"253","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T10:30:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","80",,,,,"10199",,,"8","275",,,"254",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-08T10:40:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","80",,,,,"10194",,,,"273",,,"251","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T10:40:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","80",,,,,"10199",,,"8","275",,,"250",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-08T10:50:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10195",,,,"274",,,"249","1","276",,,,,,,,"7","3","11","9","2","233","42","793","103","6","1","2","1","111111","11AAA11A11A11A",,,"6",,,"4"
"5100101","2019-09-08T10:50:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","90","1","80",,,,,"10199",,,,"276",,,"251",,,,,,,,,,"8","4","9","9","3","233","42","793","103","6","1","2","1","F11111","11AAA11A1AA11A",,,"6",,,"4"
"1401668","2019-09-08T11:00:00","23.09","-165.04",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","278",,,,,,,,,,,,,"233","35","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"3201645","2019-09-08T11:00:00","25.23","-161.68",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","276",,,,,,,,,,,,,"233","51","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4301534","2019-09-08T11:00:00","27.36","-169.65",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"233","79","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"4301608","2019-09-08T11:00:00","26.60","-161.30",,,"1","4","2","5",,,"11",,,,,,,,,"10214",,,"8",,,,,"9","275",,,,,,,,,,,,,"233","61","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,
"5100001","2019-09-08T11:00:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10195","7","5",,"274",,,"245",,,,,,,,,,,,,,,"233","42","793","103","6","1","2","1","F11111","11AAA11A1AAAA1",,,"6",,,"4"
"5100101","2019-09-08T11:00:00","24.40","-162.10",,,"1","4",,"0",,,"11","0","90","1","80",,,,,"10199","7","5",,"275",,,"253",,,,,,,,,,,,,,,"233","42","793","103","6","1","2","1","F11111","11AAA11A1AAAA1",,,"6",,,"4"
"5100809","2019-09-08T11:00:00","27.29","-169.42",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,,"233","79","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,
"5100001","2019-09-08T11:10:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","90","1","90",,,,,"10194",,,,"276",,,"242","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T11:10:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","80",,,,,"10198",,,"8","275",,,"253",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
"5100001","2019-09-08T11:20:00","24.50","-162.00",,,"1","4",,"0",,,"11","0","80","1","90",,,,,"10194",,,,"276",,,"244","1","276",,,,,,,,,,,,,"233","42","793","103","6","1","2","1","111111","11AAA11A11AAAA",,,"6",,,"4"
"5100101","2019-09-08T11:20:00","24.40","-162.10",,,"1","4","2","5",,,"11",,"80","1","80",,,,,"10198",,,"8","275",,,"252",,,,,,,,,,,,,,,"233","42","798","172","6","1","2","1","F11111","11AAA11A1AAAAA",,,,,,
