"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"1300639","2015-09-13T13:25:00","23.59","-59.30",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","301",,,,,,,,,,,,"244","39","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300520","2015-09-13T13:26:00","28.90","-59.78",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,"244","89","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-13T13:26:00","28.15","-54.23",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","84","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100652","2015-09-13T13:26:00","29.67","-56.62",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,"244","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-13T13:26:00","26.20","-55.18",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"244","65","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300520","2015-09-13T13:28:00","28.90","-59.79",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"244","89","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300602","2015-09-13T13:28:00","28.72","-58.79",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,"244","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100652","2015-09-13T13:28:00","29.67","-56.62",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,"244","96","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300618","2015-09-13T13:30:00","27.32","-50.19",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,"244","70","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300902","2015-09-13T13:30:00","22.69","-56.65",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","299",,,,,,,,,,,,"244","26","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-13T13:31:00","26.20","-55.18",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"244","65","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-13T13:33:00","28.14","-54.21",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","84","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300637","2015-09-13T13:33:00","26.96","-54.96",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"244","64","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100652","2015-09-13T13:33:00","29.67","-56.62",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,"244","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300639","2015-09-13T13:34:00","23.59","-59.30",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","301",,,,,,,,,,,,"244","39","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300639","2015-09-13T13:35:00","23.59","-59.30",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","301",,,,,,,,,,,,"244","39","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-13T13:36:00","28.14","-54.21",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","84","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300520","2015-09-13T13:37:00","28.90","-59.79",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"244","89","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300618","2015-09-13T13:37:00","27.32","-50.18",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,"244","70","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300637","2015-09-13T13:37:00","26.96","-54.96",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"244","64","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100652","2015-09-13T13:37:00","29.67","-56.62",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","284",,,,,,,,,,,,"244","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-13T13:37:00","26.20","-55.18",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"244","65","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300602","2015-09-13T13:38:00","28.72","-58.79",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","285",,,,,,,,,,,,"244","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100044","2015-09-13T13:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","90","1","50",,,,"10195","1","13",,"291",,,"241","1","300",,,,,,,"5","1","11","8","2","244","18","793","103","6","1","2","2","111111","11AAA11A11A111",,,"6",,,,,,,,,,"4"
"4100598","2015-09-13T13:50:00","23.45","-56.58",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","301",,,,,,,,,,,,"244","36","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300902","2015-09-13T14:00:00","22.70","-56.64",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","300",,,,,,,,,,,,"244","26","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100561","2015-09-13T14:00:00","27.62","-51.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","71","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100594","2015-09-13T14:00:00","28.60","-56.54",,,"1","3","2","5",,,,"11",,,,,,,,"10222","2","10","0",,,,,,"298",,,,,,,,,,,,"244","86","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100731","2015-09-13T14:00:00","27.26","-55.44",,,"1","3","2","5",,,,"11",,,,,,,,"10218","2","12","0",,,,,,"296",,,,,,,,,,,,"244","75","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100969","2015-09-13T14:00:00","28.71","-59.29",,,"1","3","2","5",,,,"11",,,,,,,,"10221","2","12","0",,,,,,"288",,,,,,,,,,,,"244","89","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4400831","2015-09-13T14:00:00","28.98","-55.99",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"244","85","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300602","2015-09-13T14:16:00","28.72","-58.79",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","286",,,,,,,,,,,,"244","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100594","2015-09-13T14:16:00","28.60","-56.54",,,"1","4","2","5",,,,"11",,,,,,,,"10222",,"10","8",,,,,"9","298",,,,,,,,,,,,"244","86","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAA7","4",,,,,,,,,,,,
"4400831","2015-09-13T14:16:00","28.98","-55.99",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","85","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-13T14:17:00","28.15","-54.22",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"244","84","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300618","2015-09-13T14:17:00","27.32","-50.19",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"244","70","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100561","2015-09-13T14:17:00","27.62","-51.07",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","71","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100652","2015-09-13T14:17:00","29.68","-56.63",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,"244","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300520","2015-09-13T14:18:00","28.90","-59.80",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","89","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300602","2015-09-13T14:18:00","28.72","-58.79",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"244","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300639","2015-09-13T14:18:00","23.58","-59.29",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","301",,,,,,,,,,,,"244","39","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300902","2015-09-13T14:18:00","22.69","-56.64",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","299",,,,,,,,,,,,"244","26","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-13T14:18:00","26.20","-55.17",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","299",,,,,,,,,,,,"244","65","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300618","2015-09-13T14:20:00","27.32","-50.19",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","290",,,,,,,,,,,,"244","70","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300637","2015-09-13T14:20:00","26.96","-54.95",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"244","64","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300639","2015-09-13T14:20:00","23.58","-59.29",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","301",,,,,,,,,,,,"244","39","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-13T14:21:00","28.15","-54.22",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","84","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100652","2015-09-13T14:21:00","29.68","-56.63",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","287",,,,,,,,,,,,"244","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300520","2015-09-13T14:22:00","28.90","-59.80",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,"244","89","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-13T14:22:00","26.20","-55.17",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","299",,,,,,,,,,,,"244","65","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300602","2015-09-13T14:23:00","28.72","-58.79",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","288",,,,,,,,,,,,"244","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100044","2015-09-13T14:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","70","1","40",,,,"10192","0","4",,"291",,,"237","1","301",,,,,,,"4","1","11","8","2","244","18","793","103","6","1","2","2","111111","11AAA11A11A111",,,"6",,,,,,,,,,"4"
"4100598","2015-09-13T14:50:00","23.45","-56.57",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"244","36","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300902","2015-09-13T15:00:00","22.69","-56.64",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"244","26","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100594","2015-09-13T15:00:00","28.60","-56.54",,,"1","3","2","5",,,,"11",,,,,,,,"10218","2","2","0",,,,,,"298",,,,,,,,,,,,"244","86","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100731","2015-09-13T15:00:00","27.25","-55.43",,,"1","3","2","5",,,,"11",,,,,,,,"10214","2","6","0",,,,,,"297",,,,,,,,,,,,"244","75","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100969","2015-09-13T15:00:00","28.72","-59.30",,,"1","3","2","5",,,,"11",,,,,,,,"10220","2","10","0",,,,,,"294",,,,,,,,,,,,"244","89","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4400831","2015-09-13T15:00:00","28.98","-55.99",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","85","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300520","2015-09-13T15:05:00","28.91","-59.82",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","299",,,,,,,,,,,,"244","89","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300602","2015-09-13T15:05:00","28.72","-58.79",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","88","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300520","2015-09-13T15:06:00","28.90","-59.80",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","89","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300637","2015-09-13T15:06:00","26.97","-54.95",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,"244","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100652","2015-09-13T15:06:00","29.68","-56.63",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,"244","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100652","2015-09-13T15:09:00","29.69","-56.63",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,"244","96","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300639","2015-09-13T15:11:00","23.59","-59.30",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"244","39","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-13T15:13:00","28.15","-54.22",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"244","84","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100652","2015-09-13T15:13:00","29.69","-56.63",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","289",,,,,,,,,,,,"244","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300520","2015-09-13T15:14:00","28.91","-59.82",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","89","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300637","2015-09-13T15:14:00","26.97","-54.95",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,"244","64","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300602","2015-09-13T15:15:00","28.72","-58.79",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","293",,,,,,,,,,,,"244","88","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-13T15:15:00","26.20","-55.17",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","299",,,,,,,,,,,,"244","65","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300639","2015-09-13T15:16:00","23.59","-59.30",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"244","39","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100044","2015-09-13T15:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","70","1","40",,,,"10188","8","4",,"291",,,"239","1","302",,,,,,,"4","1","11","7","2","244","18","793","103","6","1","2","2","111111","11AAA11A11A111",,,"6",,,,,,,,,,"4"
"4100598","2015-09-13T15:50:00","23.45","-56.57",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"244","36","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300520","2015-09-13T15:56:00","28.91","-59.82",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","299",,,,,,,,,,,,"244","89","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300902","2015-09-13T16:00:00","22.70","-56.64",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"299",,,,,,,,,,,,"244","26","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100561","2015-09-13T16:00:00","27.61","-51.06",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"293",,,,,,,,,,,,"244","71","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100594","2015-09-13T16:00:00","28.60","-56.56",,,"1","3","2","5",,,,"11",,,,,,,,"10214","7","5","0",,,,,,"299",,,,,,,,,,,,"244","86","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100731","2015-09-13T16:00:00","27.25","-55.43",,,"1","3","2","5",,,,"11",,,,,,,,"10211","7","5","0",,,,,,"298",,,,,,,,,,,,"244","75","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4100969","2015-09-13T16:00:00","28.72","-59.30",,,"1","3","2","5",,,,"11",,,,,,,,"10216","7","1","0",,,,,,"295",,,,,,,,,,,,"244","89","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
"4400831","2015-09-13T16:00:00","28.98","-56.03",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","294",,,,,,,,,,,,"244","86","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-13T16:14:00","28.15","-54.24",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,"244","84","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-13T16:19:00","26.20","-55.17",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","300",,,,,,,,,,,,"244","65","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300520","2015-09-13T16:20:00","28.92","-59.81",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","304",,,,,,,,,,,,"244","89","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300637","2015-09-13T16:20:00","26.96","-54.95",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"244","64","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300639","2015-09-13T16:20:00","23.59","-59.32",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","302",,,,,,,,,,,,"244","39","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300601","2015-09-13T16:21:00","28.15","-54.24",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","297",,,,,,,,,,,,"244","84","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300602","2015-09-13T16:21:00","28.72","-58.79",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","307",,,,,,,,,,,,"244","88","798","172","7","0",,"2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100594","2015-09-13T16:21:00","28.60","-56.56",,,"1","4","2","5",,,,"11",,,,,,,,"10214",,,"8",,,,,"9","299",,,,,,,,,,,,"244","86","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,,,,,,,
"4100940","2015-09-13T16:21:00","26.20","-55.17",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","300",,,,,,,,,,,,"244","65","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4400831","2015-09-13T16:21:00","28.98","-56.03",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","296",,,,,,,,,,,,"244","86","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300637","2015-09-13T16:24:00","26.96","-54.95",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","298",,,,,,,,,,,,"244","64","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300520","2015-09-13T16:25:00","28.92","-59.81",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","304",,,,,,,,,,,,"244","89","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300618","2015-09-13T16:25:00","27.31","-50.20",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","291",,,,,,,,,,,,"244","70","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100652","2015-09-13T16:25:00","29.70","-56.64",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","292",,,,,,,,,,,,"244","96","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300602","2015-09-13T16:26:00","28.72","-58.79",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","307",,,,,,,,,,,,"244","88","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100044","2015-09-13T16:50:00","21.60","-58.60",,,"1","4",,"0",,,,"11","0","70","1","40",,,,"10183","8","12",,"292",,,"230","1","303",,,,,,,"4","1","11","7","2","244","18","793","103","6","1","2","2","111111","11AAA11A11A111",,,"6",,,,,,,,,,"4"
"4100598","2015-09-13T16:50:00","23.45","-56.57",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","303",,,,,,,,,,,,"244","36","798","172","7","1","2","2","3FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"1300902","2015-09-13T17:00:00","22.69","-56.63",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"301",,,,,,,,,,,,"244","26","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100561","2015-09-13T17:00:00","27.61","-51.06",,,"1","3","2","5",,,,"11",,,,,,,,,,,"0",,,,,,"293",,,,,,,,,,,,"244","71","794","103","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"4100594","2015-09-13T17:00:00","28.60","-56.56",,,"1","3","2","5",,,,"11",,,,,,,,"10214","7","8","0",,,,,,"301",,,,,,,,,,,,"244","86","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,,,,,
