"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DPT_IND","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER"
"1300002","2015-09-22T11:09:00","20.45","-23.10",,,"1","5","2","5",,,,"11","5","57",,"52",,,,,,,"8","254",,,,,"9","265",,,,,,,,,,,,"247","3","798","172","6","1","2","2","1111F1","11AAAA1AA1AAAA",,,,,,,,,
"1300872","2015-09-22T11:50:00","26.13","-27.27",,,"1","3","2","5",,,,"11",,,,,,,,"10180","2","7","0",,,,,,,"267",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-22T12:00:00","20.46","-23.10",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"247","3","794","103","6","1","2","2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,
"4400624","2015-09-22T12:00:00","25.53","-28.89",,,"1","3","2","5",,,,"11",,,,,,,,"10174","2","5","0",,,,,,,"269",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-22T12:00:00","28.11","-24.42",,,"1","3","2","5",,,,"11",,,,,,,,"10170","2","7","0",,,,,,,"265",,,,,,,,,,,,"247","84","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-22T12:50:00","26.13","-27.27",,,"1","3","2","5",,,,"11",,,,,,,,"10176","7","1","0",,,,,,,"268",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-22T13:00:00","25.53","-28.89",,,"1","3","2","5",,,,"11",,,,,,,,"10172","7","1","0",,,,,,,"270",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-22T13:00:00","28.10","-24.43",,,"1","3","2","5",,,,"11",,,,,,,,"10166","4","0","0",,,,,,,"267",,,,,,,,,,,,"247","84","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-22T13:50:00","26.14","-27.27",,,"1","3","2","5",,,,"11",,,,,,,,"10171","7","7","0",,,,,,,"268",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-22T14:00:00","20.46","-23.10",,,"1","4","2","5",,,,"11","0","60","4","51",,,,,,,"0","254",,,"1","216",,"265",,,,,,,,,,,,"247","3","794","103","6","1","2","2","1111F1","11AAAA1A11AAAA",,,,,,,,,
"4400624","2015-09-22T14:00:00","25.53","-28.89",,,"1","3","2","5",,,,"11",,,,,,,,"10165","7","10","0",,,,,,,"272",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-22T14:00:00","28.10","-24.43",,,"1","3","2","5",,,,"11",,,,,,,,"10161","7","8","0",,,,,,,"271",,,,,,,,,,,,"247","84","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-22T14:50:00","26.14","-27.27",,,"1","3","2","5",,,,"11",,,,,,,,"10164","7","16","0",,,,,,,"268",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-22T15:00:00","25.53","-28.89",,,"1","3","2","5",,,,"11",,,,,,,,"10158","7","16","0",,,,,,,"273",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-22T15:00:00","28.10","-24.43",,,"1","3","2","5",,,,"11",,,,,,,,"10155","7","15","0",,,,,,,"275",,,,,,,,,,,,"247","84","794","103","7","1","2","2","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-22T15:50:00","26.14","-27.26",,,"1","3","2","5",,,,"11",,,,,,,,"10160","7","16","0",,,,,,,"269",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-22T16:00:00","20.46","-23.10",,,"1","4","2","5",,,,"11","0","50","4","46",,,,,,,"0","255",,,"1","213",,"266",,,,,,,,,,,,"247","3","794","103","6","1","2","2","1111F1","11AAAA1A11AAAA",,,,,,,,,
"4400624","2015-09-22T16:00:00","25.53","-28.90",,,"1","3","2","5",,,,"11",,,,,,,,"10155","7","17","0",,,,,,,"273",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-22T16:00:00","28.10","-24.42",,,"1","3","2","5",,,,"11",,,,,,,,"10151","7","15","0",,,,,,,"280",,,,,,,,,,,,"247","84","794","103","7","1","2","2","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-22T16:14:00","20.46","-23.10",,,"1","5","2","5",,,,"11","5","46",,"45",,,,,,,"8","255",,,,,"9","266",,,,,,,,,,,,"247","3","798","172","6","1","2","2","1111F1","11AAAA1AA1AAAA",,,,,,,,,
"1300872","2015-09-22T16:50:00","26.14","-27.26",,,"1","3","2","5",,,,"11",,,,,,,,"10157","7","14","0",,,,,,,"269",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-22T17:00:00","20.46","-23.10",,,"1","4","2","5",,,,"11","0","50","4","57",,,,,,,"0","255",,,"1","213",,,,,,,,,,,,,,"247","3","794","103","6","1","2","2","F111F1","11AAAA1A1AAAAA",,,,,,,,,
"4400624","2015-09-22T17:00:00","25.53","-28.90",,,"1","3","2","5",,,,"11",,,,,,,,"10154","7","11","0",,,,,,,"273",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-22T17:00:00","28.09","-24.42",,,"1","3","2","5",,,,"11",,,,,,,,"10150","7","11","0",,,,,,,"279",,,,,,,,,,,,"247","84","794","103","7","1","2","2","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-22T17:11:00","20.44","-23.09",,,"1","5","2","5",,,,"11","5","44",,"49",,,,,,,"8","254",,,,,"9","264",,,,,,,,,,,,"247","3","798","172","6","0",,"2","1111F1","11AAAA1AA1AAAA",,,,,,,,,
"1300872","2015-09-22T17:50:00","26.14","-27.26",,,"1","3","2","5",,,,"11",,,,,,,,"10157","7","8","0",,,,,,,"269",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-22T18:00:00","25.52","-28.90",,,"1","3","2","5",,,,"11",,,,,,,,"10154","7","4","0",,,,,,,"272",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-22T18:00:00","28.09","-24.42",,,"1","3","2","5",,,,"11",,,,,,,,"10151","7","4","0",,,,,,,"278",,,,,,,,,,,,"247","84","794","103","7","1","2","2","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-22T18:50:00","26.14","-27.25",,,"1","3","2","5",,,,"11",,,,,,,,"10159","7","1","0",,,,,,,"269",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-22T19:00:00","25.52","-28.90",,,"1","3","2","5",,,,"11",,,,,,,,"10155","4","0","0",,,,,,,"272",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-22T19:00:00","28.08","-24.42",,,"1","3","2","5",,,,"11",,,,,,,,"10151","4","0","0",,,,,,,"275",,,,,,,,,,,,"247","84","794","103","7","1","2","2","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-22T19:50:00","26.14","-27.25",,,"1","3","2","5",,,,"11",,,,,,,,"10161","2","5","0",,,,,,,"268",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-22T20:00:00","20.44","-23.09",,,"1","4","2","5",,,,"11","0","40","4","51",,,,,,,"0","254",,,"1","216",,"264",,,,,,,,,,,,"247","3","794","103","6","1","2","1","1111F1","11AAAA1A11AAAA",,,,,,,,,
"4400624","2015-09-22T20:00:00","25.51","-28.90",,,"1","3","2","5",,,,"11",,,,,,,,"10158","2","4","0",,,,,,,"271",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-22T20:00:00","28.08","-24.41",,,"1","3","2","5",,,,"11",,,,,,,,"10152","2","2","0",,,,,,,"273",,,,,,,,,,,,"247","84","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-22T20:50:00","26.14","-27.25",,,"1","3","2","5",,,,"11",,,,,,,,"10168","2","11","0",,,,,,,"267",,,,,,,,,,,,"247","67","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-22T21:00:00","25.51","-28.90",,,"1","3","2","5",,,,"11",,,,,,,,"10164","2","10","0",,,,,,,"270",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-22T21:00:00","28.07","-24.41",,,"1","3","2","5",,,,"11",,,,,,,,"10159","2","8","0",,,,,,,"271",,,,,,,,,,,,"247","84","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-22T21:50:00","26.14","-27.24",,,"1","3","2","5",,,,"11",,,,,,,,"10172","2","13","0",,,,,,,"267",,,,,,,,,,,,"247","67","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-22T22:00:00","20.46","-23.10",,,"1","4","2","5",,,,"11","0","50","4","41",,,,,,,"0","254",,,"1","214",,"264",,,,,,,,,,,,"247","3","794","103","6","1","2","1","1111F1","11AAAA1A11AAAA",,,,,,,,,
"4400624","2015-09-22T22:00:00","25.51","-28.90",,,"1","3","2","5",,,,"11",,,,,,,,"10169","2","14","0",,,,,,,"270",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-22T22:00:00","28.06","-24.41",,,"1","3","2","5",,,,"11",,,,,,,,"10164","2","13","0",,,,,,,"267",,,,,,,,,,,,"247","84","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-22T22:20:00","20.46","-23.10",,,"1","5","2","5",,,,"11","5","45",,"41",,,,,,,"8","254",,,,,"9","264",,,,,,,,,,,,"247","3","798","172","6","0",,"1","1111F1","11AAAA1AA1AAAA",,,,,,,,,
"1300872","2015-09-22T22:50:00","26.13","-27.25",,,"1","3","2","5",,,,"11",,,,,,,,"10174","2","13","0",,,,,,,"267",,,,,,,,,,,,"247","67","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-22T23:00:00","25.51","-28.90",,,"1","3","2","5",,,,"11",,,,,,,,"10170","2","12","0",,,,,,,"270",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-22T23:00:00","28.06","-24.41",,,"1","3","2","5",,,,"11",,,,,,,,"10165","2","13","0",,,,,,,"266",,,,,,,,,,,,"247","84","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-22T23:17:00","20.45","-23.10",,,"1","4","2","5",,,,"11","5","64",,"38",,,,,,,"8","251",,,,,,,,,,,,,,,,,,"247","3","798","172","6","0",,"1","F111F1","11AAAA1AAAAAAA",,,,,,,,,
"1300872","2015-09-22T23:50:00","26.14","-27.25",,,"1","3","2","5",,,,"11",,,,,,,,"10173","2","6","0",,,,,,,"266",,,,,,,,,,,,"247","67","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-23T00:00:00","25.51","-28.90",,,"1","3","2","5",,,,"11",,,,,,,,"10169","2","5","0",,,,,,,"269",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-23T00:00:00","28.05","-24.41",,,"1","3","2","5",,,,"11",,,,,,,,"10164","2","5","0",,,,,,,"265",,,,,,,,,,,,"247","84","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"CQEU","2015-09-23T00:00:00","26.70","-20.60",,,"1","4","0","0","5","4","1","1","0","10","4","41","98","2","0","10165","1","14","0","242","0","203",,"180","3","270","3","2","1","5","6","0",,,,,,"247","60","992","114","5","1","2","1","511111","11111111111AA1",,"1","0",,,,"4",,
"1300872","2015-09-23T00:50:00","26.14","-27.24",,,"1","3","2","5",,,,"11",,,,,,,,"10167","7","5","0",,,,,,,"266",,,,,,,,,,,,"247","67","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-23T01:00:00","25.51","-28.90",,,"1","3","2","5",,,,"11",,,,,,,,"10165","7","4","0",,,,,,,"269",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-23T01:00:00","28.04","-24.41",,,"1","3","2","5",,,,"11",,,,,,,,"10160","7","4","0",,,,,,,"264",,,,,,,,,,,,"247","84","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-23T01:50:00","26.14","-27.24",,,"1","3","2","5",,,,"11",,,,,,,,"10163","7","11","0",,,,,,,"266",,,,,,,,,,,,"247","67","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-23T02:00:00","25.50","-28.90",,,"1","3","2","5",,,,"11",,,,,,,,"10158","7","12","0",,,,,,,"269",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-23T02:00:00","28.03","-24.41",,,"1","3","2","5",,,,"11",,,,,,,,"10155","7","10","0",,,,,,,"264",,,,,,,,,,,,"247","84","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-23T02:50:00","26.14","-27.23",,,"1","3","2","5",,,,"11",,,,,,,,"10161","7","12","0",,,,,,,"266",,,,,,,,,,,,"247","67","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-23T03:00:00","20.45","-23.10",,,"1","4","2","5",,,,"11","0","60","4","36",,,,,,,"0","251",,,"1","217",,,,,,,,,,,,,,"247","3","794","103","6","1","2","1","F111F1","11AAAA1A1AAAAA",,,,,,,,,
"4400624","2015-09-23T03:00:00","25.50","-28.90",,,"1","3","2","5",,,,"11",,,,,,,,"10155","7","14","0",,,,,,,"269",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-23T03:00:00","28.03","-24.41",,,"1","3","2","5",,,,"11",,,,,,,,"10154","7","10","0",,,,,,,"264",,,,,,,,,,,,"247","84","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-23T03:50:00","26.14","-27.23",,,"1","3","2","5",,,,"11",,,,,,,,"10156","7","11","0",,,,,,,"266",,,,,,,,,,,,"247","67","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-23T04:00:00","20.46","-23.10",,,"1","4","2","5",,,,"11","0","40","4","36",,,,,,,"0","249",,,"1","217",,"263",,,,,,,,,,,,"247","3","794","103","6","1","2","1","1111F1","11AAAA1A11AAAA",,,,,,,,,
"4400624","2015-09-23T04:00:00","25.50","-28.90",,,"1","3","2","5",,,,"11",,,,,,,,"10154","7","11","0",,,,,,,"269",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-23T04:00:00","28.02","-24.42",,,"1","3","2","5",,,,"11",,,,,,,,"10149","7","11","0",,,,,,,"264",,,,,,,,,,,,"247","84","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-23T04:47:00","20.46","-23.10",,,"1","5","2","5",,,,"11","5","42",,"38",,,,,,,"8","249",,,,,"9","263",,,,,,,,,,,,"247","3","798","172","6","0",,"1","1111F1","11AAAA1AA1AAAA",,,,,,,,,
"1300002","2015-09-23T04:50:00","20.46","-23.10",,,"1","5","2","5",,,,"11","5","27",,"54",,,,,,,"8","251",,,,,"9","263",,,,,,,,,,,,"247","3","798","172","6","0",,"1","1111F1","11AAAA1AA1AAAA",,,,,,,,,
"1300872","2015-09-23T04:50:00","26.14","-27.23",,,"1","3","2","5",,,,"11",,,,,,,,"10157","7","7","0",,,,,,,"266",,,,,,,,,,,,"247","67","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-23T05:00:00","25.49","-28.90",,,"1","3","2","5",,,,"11",,,,,,,,"10153","7","5","0",,,,,,,"268",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-23T05:00:00","28.01","-24.42",,,"1","3","2","5",,,,"11",,,,,,,,"10148","7","7","0",,,,,,,"264",,,,,,,,,,,,"247","84","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-23T05:50:00","26.14","-27.23",,,"1","3","2","5",,,,"11",,,,,,,,"10155","7","6","0",,,,,,,"266",,,,,,,,,,,,"247","67","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-23T06:00:00","25.49","-28.91",,,"1","3","2","5",,,,"11",,,,,,,,"10152","7","3","0",,,,,,,"268",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-23T06:00:00","28.00","-24.42",,,"1","3","2","5",,,,"11",,,,,,,,"10150","7","4","0",,,,,,,"264",,,,,,,,,,,,"247","84","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-23T06:50:00","26.14","-27.23",,,"1","3","2","5",,,,"11",,,,,,,,"10161","2","5","0",,,,,,,"266",,,,,,,,,,,,"247","67","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-23T07:00:00","25.49","-28.91",,,"1","3","2","5",,,,"11",,,,,,,,"10156","2","2","0",,,,,,,"268",,,,,,,,,,,,"247","58","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-23T07:00:00","27.99","-24.43",,,"1","3","2","5",,,,"11",,,,,,,,"10154","2","5","0",,,,,,,"264",,,,,,,,,,,,"247","74","794","103","7","1","2","1","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"ZIPR7","2015-09-23T07:00:00","25.00","-23.30",,,"1","4","0","0","6","2","1","1","0","10","4","10","98","2","0","10164",,,"0","240","0","205",,"185","1","257","4","2","1","3","4","3",,,,,,"247","53","992","114","5","1","2","1","111111","11111111111AAA",,"1","0",,,,"4",,
"1300872","2015-09-23T07:50:00","26.14","-27.23",,,"1","3","2","5",,,,"11",,,,,,,,"10165","2","8","0",,,,,,,"266",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-23T08:00:00","20.46","-23.10",,,"1","4","2","5",,,,"11","0","30","4","57",,,,,,,"0","251",,,"1","215",,"263",,,,,,,,,,,,"247","3","794","103","6","1","2","2","1111F1","11AAAA1A11AAAA",,,,,,,,,
"4400624","2015-09-23T08:00:00","25.49","-28.92",,,"1","3","2","5",,,,"11",,,,,,,,"10160","2","7","0",,,,,,,"268",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-23T08:00:00","27.99","-24.43",,,"1","3","2","5",,,,"11",,,,,,,,"10158","2","10","0",,,,,,,"264",,,,,,,,,,,,"247","74","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-23T08:50:00","26.14","-27.23",,,"1","3","2","5",,,,"11",,,,,,,,"10166","2","11","0",,,,,,,"265",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-23T09:00:00","25.49","-28.92",,,"1","3","2","5",,,,"11",,,,,,,,"10165","2","13","0",,,,,,,"268",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-23T09:00:00","27.98","-24.44",,,"1","3","2","5",,,,"11",,,,,,,,"10162","2","12","0",,,,,,,"265",,,,,,,,,,,,"247","74","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300872","2015-09-23T09:50:00","26.14","-27.23",,,"1","3","2","5",,,,"11",,,,,,,,"10171","2","11","0",,,,,,,"266",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-23T10:00:00","20.45","-23.10",,,"1","4","2","5",,,,"11","0","50","4","67",,,,,,,"0","254",,,"1","216",,,,,,,,,,,,,,"247","3","794","103","6","1","2","2","F111F1","11AAAA1A1AAAAA",,,,,,,,,
"4400624","2015-09-23T10:00:00","25.49","-28.92",,,"1","3","2","5",,,,"11",,,,,,,,"10166","2","10","0",,,,,,,"268",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-23T10:00:00","27.98","-24.44",,,"1","3","2","5",,,,"11",,,,,,,,"10166","2","12","0",,,,,,,"265",,,,,,,,,,,,"247","74","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-23T10:03:00","20.45","-23.10",,,"1","4","2","5",,,,"11","5","45",,"64",,,,,,,"8","254",,,,,,,,,,,,,,,,,,"247","3","798","172","6","0",,"2","F111F1","11AAAA1AAAAAAA",,,,,,,,,
"1300002","2015-09-23T10:48:00","20.46","-23.10",,,"1","5","2","5",,,,"11","5","31",,"57",,,,,,,"8","255",,,,,"9","263",,,,,,,,,,,,"247","3","798","172","6","0",,"2","1111F1","11AAAA1AA1AAAA",,,,,,,,,
"1300872","2015-09-23T10:50:00","26.15","-27.23",,,"1","3","2","5",,,,"11",,,,,,,,"10174","2","8","0",,,,,,,"267",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-23T11:00:00","20.46","-23.10",,,"1","4","2","5",,,,"11","0","30","4","57",,,,,,,"0","255",,,"1","219",,"263",,,,,,,,,,,,"247","3","794","103","6","1","2","2","1111F1","11AAAA1A11AAAA",,,,,,,,,
"4400624","2015-09-23T11:00:00","25.49","-28.92",,,"1","3","2","5",,,,"11",,,,,,,,"10167","2","7","0",,,,,,,"269",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-23T11:00:00","27.98","-24.45",,,"1","3","2","5",,,,"11",,,,,,,,"10166","2","8","0",,,,,,,"268",,,,,,,,,,,,"247","74","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-23T11:42:00","20.46","-23.10",,,"1","5","2","5",,,,"11","5","57",,"58",,,,,,,"8","255",,,,,"9","265",,,,,,,,,,,,"247","3","798","172","6","1","2","2","1111F1","11AAAA1AA1AAAA",,,,,,,,,
"1300872","2015-09-23T11:50:00","26.15","-27.23",,,"1","3","2","5",,,,"11",,,,,,,,"10172","2","6","0",,,,,,,"267",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"1300002","2015-09-23T12:00:00","20.46","-23.10",,,"1","3","2","5",,,,"11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"247","3","794","103","6","1","2","2","FFFFFF","1AAAAAAAAAAAAA",,,,,,,,,
"4400624","2015-09-23T12:00:00","25.49","-28.91",,,"1","3","2","5",,,,"11",,,,,,,,"10166","2","1","0",,,,,,,"269",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-23T12:00:00","27.98","-24.45",,,"1","3","2","5",,,,"11",,,,,,,,"10169","2","7","0",,,,,,,"272",,,,,,,,,,,,"247","74","794","103","7","1","2","2","3FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"ZIPR7","2015-09-23T12:00:00","24.80","-23.90",,,"1","4","0","0","6","2","1","1","0","361","4","0","98","2","0","10172","4","0","0","255","0","215",,"193",,,"2","1","1","5","7","A","0","0","31","8","3","247","43","992","114","5","1","2","2","F11111","111111111A1311",,"1","0",,,,"4",,
"1300872","2015-09-23T12:50:00","26.15","-27.23",,,"1","3","2","5",,,,"11",,,,,,,,"10171","4","0","0",,,,,,,"268",,,,,,,,,,,,"247","67","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400624","2015-09-23T13:00:00","25.49","-28.91",,,"1","3","2","5",,,,"11",,,,,,,,"10162","7","4","0",,,,,,,"271",,,,,,,,,,,,"247","58","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
"4400837","2015-09-23T13:00:00","27.98","-24.45",,,"1","3","2","5",,,,"11",,,,,,,,"10166","4","0","0",,,,,,,"282",,,,,,,,,,,,"247","74","794","103","7","1","2","2","5FFF1F","1AAAA1AAA1AAA1","4",,,,,,,,
