"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","IND_FOR_PRECIP"
"4300519","2015-09-03T20:00:00","26.66","-115.59",,,"1","4","2","5",,,,"11",,,,,,,,"10125",,,"8",,,,,"9","241",,,,,,,,,,,,"238","65","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-03T20:00:00","23.50","-114.74",,,"1","4","2","5",,,,"11",,,,,,,,"10119",,,"8",,,,,"9","257",,,,,,,,,,,,"238","34","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300540","2015-09-03T20:00:00","26.86","-120.00",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"237","60","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"H3VS","2015-09-03T20:00:00","23.20","-110.40",,,"1","4","0","0","7","4",,"1","0","270","3","36","98",,"0","10098","4","0","0","310","0","270","257","3","310",,,,"A",,,"2","3",,,,"238","30","992","114","5","1","2","2","111111","111A11111181A1",,"1","0",,,,"4"
"4300530","2015-09-03T20:01:00","26.80","-116.88",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","234",,,,,,,,,,,,"238","66","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300538","2015-09-03T20:03:00","27.30","-117.46",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","238",,,,,,,,,,,,"238","77","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-03T21:00:00","26.66","-115.59",,,"1","4","2","5",,,,"11",,,,,,,,"10117",,,"8",,,,,"9","242",,,,,,,,,,,,"238","65","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-03T21:00:00","23.50","-114.74",,,"1","4","2","5",,,,"11",,,,,,,,"10107",,,"8",,,,,"9","257",,,,,,,,,,,,"238","34","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300540","2015-09-03T21:00:00","26.86","-120.00",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"237","60","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300530","2015-09-03T21:01:00","26.80","-116.88",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","235",,,,,,,,,,,,"238","66","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300539","2015-09-03T21:01:00","29.06","-118.50",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","225",,,,,,,,,,,,"238","98","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300540","2015-09-03T21:39:00","26.86","-120.00",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"237","60","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-03T22:00:00","26.68","-115.62",,,"1","3","2","5",,,,"11",,,,,,,,"10112",,,"0",,,,,,"242",,,,,,,,,,,,"238","65","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-03T22:00:00","23.50","-114.74",,,"1","4","2","5",,,,"11",,,,,,,,"10104",,,"8",,,,,"9","258",,,,,,,,,,,,"238","34","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300540","2015-09-03T22:00:00","26.86","-120.00",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","244",,,,,,,,,,,,"237","60","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"H3VS","2015-09-03T22:00:00","23.50","-110.90",,,"1","4","0","0","7","4",,"1","0","260","3","67","98",,"0","10092","5","20","0","310","0","270","257","3","300",,,,"A",,,"3","3",,,,"238","30","992","114","5","1","2","2","111111","111A11111181A1",,"1","0",,,,"4"
"4300539","2015-09-03T22:02:00","29.06","-118.50",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","225",,,,,,,,,,,,"238","98","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300530","2015-09-03T22:04:00","26.79","-116.88",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","235",,,,,,,,,,,,"238","66","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-03T23:00:00","26.68","-115.62",,,"1","3","2","5",,,,"11",,,,,,,,"10107",,,"0",,,,,,"242",,,,,,,,,,,,"238","65","794","103","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-03T23:00:00","23.51","-114.72",,,"1","4","2","5",,,,"11",,,,,,,,"10097",,,"8",,,,,"9","258",,,,,,,,,,,,"238","34","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300530","2015-09-03T23:01:00","26.79","-116.88",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","235",,,,,,,,,,,,"238","66","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300539","2015-09-03T23:01:00","29.05","-118.49",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","225",,,,,,,,,,,,"238","98","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-03T23:50:00","26.71","-115.59",,,"1","4","2","5",,,,"11",,,,,,,,"10105",,,"8",,,,,"9","242",,,,,,,,,,,,"238","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-03T23:51:00","23.51","-114.72",,,"1","4","2","5",,,,"11",,,,,,,,"10097",,,"8",,,,,"9","258",,,,,,,,,,,,"238","34","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-04T00:00:00","26.71","-115.59",,,"1","4","2","5",,,,"11",,,,,,,,"10105",,,"8",,,,,"9","242",,,,,,,,,,,,"238","65","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-04T00:00:00","23.51","-114.72",,,"1","4","2","5",,,,"11",,,,,,,,"10097",,,"8",,,,,"9","258",,,,,,,,,,,,"238","34","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"H3VS","2015-09-04T00:00:00","24.00","-111.70",,,"1","4","0","0","0","0",,"1","0","290","4","103","98",,,"10100","4","0","0","290","0","263","253","3","300","4","4","7","2","0","0","3","6","20","4","6","238","41","992","114","5","1","2","2","113111","111AA111111111",,"1",,,,,"4"
"V7ZG7","2015-09-04T00:00:00","29.00","-119.60",,,"1","4","0","0","7","3",,"1","0","340","4","82","98",,"0","10130","4","0","0","232","0","212","203","3","228","2","2","1","4","6","A","6","2","33","8","6","238","99","992","114","5","1","2","2","111111","111A1111111111",,"1","0",,,,"4"
"VQUQ4","2015-09-04T00:00:00","28.70","-120.00",,,"1","4","0","0","7","3",,"1","0","310","4","15","98","3","0","10140",,,"0","250","0","180","130",,,"2",,"1","7","0","0","4","1","34","10","2","237","80","992","114","5","1","2","2","F31114","111111111A111A",,"1","0",,,,"4"
"VRBH4","2015-09-04T00:00:00","28.30","-116.10",,,"1","4","0","0","8","4",,"1","0","290","1","50","97","2","0","10110","4","0","0","220","0","190","172",,,"5","4","5","5","2","0","12","3",,,,"238","86","992","114","5","1","2","2","F11111","111111111A11A1",,"1","0",,,,"4"
"VROI5","2015-09-04T00:00:00","27.10","-117.20",,,"1","4","0","0","3","4",,"1","0","340","3","67","98","3","0","10170","7","10","3","210","0","200","200","1","240","5","4","1","6","3","3","9","4","32","9","4","238","77","992","114","5","1","2","2","111111","11111111111111",,"1","0","32","9","4","4"
"4300539","2015-09-04T00:01:00","29.05","-118.49",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","225",,,,,,,,,,,,"238","98","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300538","2015-09-04T00:04:00","27.26","-117.49",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","238",,,,,,,,,,,,"238","77","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-04T01:00:00","26.72","-115.58",,,"1","4","2","5",,,,"11",,,,,,,,"10104",,,"8",,,,,"9","242",,,,,,,,,,,,"238","65","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-04T01:00:00","23.51","-114.72",,,"1","4","2","5",,,,"11",,,,,,,,"10095",,,"8",,,,,"9","257",,,,,,,,,,,,"238","34","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"D5CL4","2015-09-04T01:00:00","27.40","-117.60",,,"1","4","0","0","3","4",,"1","0","310","4","129","98","2","0","10130","6","10","0","230","0","185","161","3","220","3","3","0","9","1","0","5","2","0",,,"238","77","992","114","5","1","2","2","113111","11111111111131",,"1","0","0",,,"4"
"4300538","2015-09-04T01:01:00","27.26","-117.49",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","237",,,,,,,,,,,,"238","77","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300539","2015-09-04T01:01:00","29.04","-118.49",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","225",,,,,,,,,,,,"238","98","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300530","2015-09-04T01:04:00","26.78","-116.87",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","235",,,,,,,,,,,,"238","66","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-04T01:09:00","26.72","-115.58",,,"1","4","2","5",,,,"11",,,,,,,,"10104",,,"8",,,,,"9","242",,,,,,,,,,,,"238","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-04T01:09:00","23.52","-114.70",,,"1","4","2","5",,,,"11",,,,,,,,"10097",,,"8",,,,,"9","257",,,,,,,,,,,,"238","34","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-04T01:27:00","26.73","-115.58",,,"1","4","2","5",,,,"11",,,,,,,,"10107",,,"8",,,,,"9","241",,,,,,,,,,,,"238","65","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-04T02:00:00","26.73","-115.58",,,"1","4","2","5",,,,"11",,,,,,,,"10107",,,"8",,,,,"9","241",,,,,,,,,,,,"238","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-04T02:00:00","23.52","-114.70",,,"1","4","2","5",,,,"11",,,,,,,,"10097",,,"8",,,,,"9","257",,,,,,,,,,,,"238","34","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"H3VS","2015-09-04T02:00:00","24.20","-112.10",,,"1","4","0","0","0","0",,"1","0","360","4","77","98",,,"10100","4","0","0","290","0","260","249","3","300","5",,"7","2","0","0","4","6","36","3","4","238","42","992","114","5","1","2","1","111111","111AA111111111",,"1",,,,,"4"
"4300530","2015-09-04T02:01:00","26.78","-116.87",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","234",,,,,,,,,,,,"238","66","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300538","2015-09-04T02:01:00","27.25","-117.50",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","237",,,,,,,,,,,,"238","77","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-04T03:00:00","26.74","-115.57",,,"1","4","2","5",,,,"11",,,,,,,,"10109",,,"8",,,,,"9","241",,,,,,,,,,,,"238","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-04T03:00:00","23.51","-114.68",,,"1","4","2","5",,,,"11",,,,,,,,"10099",,,"8",,,,,"9","257",,,,,,,,,,,,"238","34","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-04T03:11:00","26.74","-115.57",,,"1","4","2","5",,,,"11",,,,,,,,"10112",,,"8",,,,,"9","241",,,,,,,,,,,,"238","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-04T03:12:00","23.51","-114.68",,,"1","4","2","5",,,,"11",,,,,,,,"10107",,,"8",,,,,"9","257",,,,,,,,,,,,"238","34","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-04T04:00:00","26.74","-115.57",,,"1","4","2","5",,,,"11",,,,,,,,"10112",,,"8",,,,,"9","241",,,,,,,,,,,,"238","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-04T04:00:00","23.51","-114.68",,,"1","4","2","5",,,,"11",,,,,,,,"10107",,,"8",,,,,"9","257",,,,,,,,,,,,"238","34","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"H3VS","2015-09-04T04:00:00","24.60","-112.60",,,"1","4","0","0","7","4",,"1","0","40","4","51",,,,"10099","4","0","0","280","0","260","253","3","300",,,,"A",,,,,,,,"238","42","992","114","5","1","2","1","111111","11AAA111118AA1",,"1",,,,,"4"
"4300519","2015-09-04T04:58:00","26.76","-115.55",,,"1","4","2","5",,,,"11",,,,,,,,"10110",,,"8",,,,,"9","241",,,,,,,,,,,,"238","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-04T04:59:00","23.51","-114.67",,,"1","4","2","5",,,,"11",,,,,,,,"10110",,,"8",,,,,"9","257",,,,,,,,,,,,"238","34","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-04T05:00:00","23.51","-114.67",,,"1","4","2","5",,,,"11",,,,,,,,"10110",,,"8",,,,,"9","257",,,,,,,,,,,,"238","34","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"D5CL4","2015-09-04T06:00:00","26.50","-116.40",,,"1","4","0","0","3","4",,"1","0","340","3","62","98","2","0","10130","5","0","0","220","0","180","158","3","220",,,,"A",,,,"2",,,,"238","66","992","114","5","1","2","1","111111","111111111183A1",,"1","0",,,,"4"
"H3VS","2015-09-04T06:00:00","25.30","-113.10",,,"1","4","0","0","7","4",,"1","0","20","4","41",,,,"10101","4","0","0","280","0","260","253","3","300",,,,"A",,,,,,,,"238","53","992","114","5","1","2","1","111111","11AAA111118AA1",,"1",,,,,"4"
"VRBH4","2015-09-04T06:00:00","29.90","-116.80",,,"1","4","0","0","8","4",,"1","0","330","1","50",,,"2","10090","6","20","0","220","0","180","153",,,"6","5","2","5","9","A","10","2",,,,"238","96","992","114","5","1","2","1","F11111","11AA11111A11A1",,"1","2",,,,"4"
"4300519","2015-09-04T07:00:00","26.76","-115.55",,,"1","4","2","5",,,,"11",,,,,,,,"10110",,,"8",,,,,"9","241",,,,,,,,,,,,"238","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-04T08:00:00","26.76","-115.55",,,"1","4","2","5",,,,"11",,,,,,,,"10109",,,"8",,,,,"9","241",,,,,,,,,,,,"238","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-04T08:00:00","23.51","-114.67",,,"1","4","2","5",,,,"11",,,,,,,,"10100",,,"8",,,,,"9","257",,,,,,,,,,,,"238","34","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"V7DM3","2015-09-04T08:00:00","29.40","-117.60",,,"1","4","0","0","3","4",,"1","0","320","4","77","98","2","0","10110","7","10","0","210","0","190","178","3","170","5","4","1","4","8","A",,,"0",,,"238","97","992","114","5","1","2","1","111111","11111111111A31",,"1","0","0",,,"4"
"4300519","2015-09-04T09:00:00","26.76","-115.55",,,"1","4","2","5",,,,"11",,,,,,,,"10105",,,"8",,,,,"9","240",,,,,,,,,,,,"238","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-04T09:00:00","23.51","-114.67",,,"1","4","2","5",,,,"11",,,,,,,,"10097",,,"8",,,,,"9","257",,,,,,,,,,,,"238","34","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"H3VS","2015-09-04T09:00:00","26.10","-113.80",,,"1","4","0","0","7","5",,"1","0","340","4","51","98",,"0","10085","5","20","0","260","0","240","232","3","280",,,,"A",,,"1","3",,,,"238","63","992","114","5","1","2","1","111111","111A11111181A1",,"1","0",,,,"4"
"4300530","2015-09-04T09:01:00","26.75","-116.87",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","234",,,,,,,,,,,,"238","66","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300539","2015-09-04T09:01:00","29.01","-118.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","223",,,,,,,,,,,,"238","98","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300538","2015-09-04T09:02:00","27.25","-117.55",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","235",,,,,,,,,,,,"238","77","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-04T10:00:00","26.76","-115.55",,,"1","4","2","5",,,,"11",,,,,,,,"10102",,,"8",,,,,"9","240",,,,,,,,,,,,"238","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-04T10:00:00","23.51","-114.67",,,"1","4","2","5",,,,"11",,,,,,,,"10087",,,"8",,,,,"9","256",,,,,,,,,,,,"238","34","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300530","2015-09-04T10:01:00","26.75","-116.87",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","234",,,,,,,,,,,,"238","66","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300538","2015-09-04T10:01:00","27.25","-117.55",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","235",,,,,,,,,,,,"238","77","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300539","2015-09-04T10:01:00","29.01","-118.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","223",,,,,,,,,,,,"238","98","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-04T10:04:00","26.81","-115.54",,,"1","4","2","5",,,,"11",,,,,,,,"10097",,,"8",,,,,"9","240",,,,,,,,,,,,"238","65","798","172","7","0",,"1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-04T10:04:00","23.48","-114.68",,,"1","4","2","5",,,,"11",,,,,,,,"10085",,,"8",,,,,"9","256",,,,,,,,,,,,"238","34","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-04T11:00:00","26.81","-115.54",,,"1","4","2","5",,,,"11",,,,,,,,"10097",,,"8",,,,,"9","240",,,,,,,,,,,,"238","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-04T11:00:00","23.48","-114.68",,,"1","4","2","5",,,,"11",,,,,,,,"10085",,,"8",,,,,"9","256",,,,,,,,,,,,"238","34","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300530","2015-09-04T11:01:00","26.75","-116.87",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,"238","66","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300538","2015-09-04T11:01:00","27.25","-117.55",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","235",,,,,,,,,,,,"238","77","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300539","2015-09-04T11:01:00","29.01","-118.48",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","223",,,,,,,,,,,,"238","98","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-04T12:00:00","26.82","-115.53",,,"1","4","2","5",,,,"11",,,,,,,,"10099",,,"8",,,,,"9","240",,,,,,,,,,,,"238","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-04T12:00:00","23.48","-114.68",,,"1","4","2","5",,,,"11",,,,,,,,"10082",,,"8",,,,,"9","256",,,,,,,,,,,,"238","34","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"H3VS","2015-09-04T12:00:00","26.90","-114.60",,,"1","4","0","0","7","4",,"1","0","340","4","41",,,,"10090","4","0","0","270","0","250","243","3","240",,,,"A",,,"0","0",,,,"238","64","992","114","5","1","2","1","111111","11AAA1111181A1",,"1",,,,,"4"
"VROI5","2015-09-04T12:00:00","25.10","-114.40",,,"1","4","0","0","3","4",,"1","0","320","3","67","98","51","5","10100","4","0","3","240","0","230","230","1","290","7","7","7","2","4","A","11","3","21","11","3","238","54","992","114","5","1","2","1","111111","11111111111111",,"1","1","21","11","3","4"
"4300539","2015-09-04T12:01:00","29.01","-118.47",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","222",,,,,,,,,,,,"238","98","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-04T12:19:00","26.82","-115.53",,,"1","4","2","5",,,,"11",,,,,,,,"10104",,,"8",,,,,"9","240",,,,,,,,,,,,"238","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-04T13:00:00","26.82","-115.53",,,"1","4","2","5",,,,"11",,,,,,,,"10104",,,"8",,,,,"9","240",,,,,,,,,,,,"238","65","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-04T13:00:00","23.46","-114.69",,,"1","4","2","5",,,,"11",,,,,,,,"10085",,,"8",,,,,"9","256",,,,,,,,,,,,"238","34","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"D5CL4","2015-09-04T13:00:00","25.40","-114.80",,,"1","4","0","0","3","4",,"1","0","310","3","67","97","3","2","10105","7","15","0","240","0","200","180","3","250","8","3","6","2","1","0","5","2","0",,,"238","54","992","114","5","1","2","1","111111","11111111111131",,"1","2","0",,,"4"
"4300539","2015-09-04T13:01:00","29.00","-118.47",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","222",,,,,,,,,,,,"238","98","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300538","2015-09-04T13:04:00","27.25","-117.55",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","235",,,,,,,,,,,,"238","77","798","172","7","0",,"1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300520","2015-09-04T13:31:00","23.46","-114.69",,,"1","4","2","5",,,,"11",,,,,,,,"10089",,,"8",,,,,"9","256",,,,,,,,,,,,"238","34","798","172","7","1","2","1","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-04T14:00:00","26.84","-115.52",,,"1","4","2","5",,,,"11",,,,,,,,"10109",,,"8",,,,,"9","240",,,,,,,,,,,,"238","65","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-04T14:00:00","23.46","-114.69",,,"1","4","2","5",,,,"11",,,,,,,,"10089",,,"8",,,,,"9","256",,,,,,,,,,,,"238","34","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-04T14:01:00","23.47","-114.70",,,"1","4","2","5",,,,"11",,,,,,,,"10089",,,"8",,,,,"9","256",,,,,,,,,,,,"238","34","798","172","7","0",,"2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300538","2015-09-04T14:01:00","27.25","-117.56",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","235",,,,,,,,,,,,"238","77","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300539","2015-09-04T14:01:00","28.99","-118.46",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","222",,,,,,,,,,,,"238","88","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300530","2015-09-04T14:04:00","26.75","-116.86",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,"238","66","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
"4300519","2015-09-04T14:20:00","26.84","-115.52",,,"1","4","2","5",,,,"11",,,,,,,,"10120",,,"8",,,,,"9","241",,,,,,,,,,,,"238","65","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300519","2015-09-04T15:00:00","26.84","-115.52",,,"1","4","2","5",,,,"11",,,,,,,,"10110",,,"8",,,,,"9","240",,,,,,,,,,,,"238","65","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300520","2015-09-04T15:00:00","23.47","-114.70",,,"1","4","2","5",,,,"11",,,,,,,,"10089",,,"8",,,,,"9","256",,,,,,,,,,,,"238","34","798","172","7","1","2","2","1FFF1F","1AAAA1AAA1AAAA","4",,,,,,
"4300530","2015-09-04T15:01:00","26.75","-116.85",,,"1","4","2","5",,,,"11",,,,,,,,,,,"8",,,,,"9","233",,,,,,,,,,,,"238","66","798","172","7","0",,"2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,
