"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","IND_FOR_PRECIP"
"KSFF","2022-09-07T16:00:00","29.00","48.10",,,"1","5","2","5","9",,"1",,,,,,,,,"10018","3","12","8","323",,"301","295",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-07T17:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10025","3","17","8","325",,"301","295",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-07T18:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10032","1","21","8","313",,"283","274",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-07T19:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10031","1","14","8","305",,"279","271",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-07T21:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10028","8","3","8","285",,"250","236",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-07T22:00:00","29.00","48.10",,,"1","5","2","5","9",,"1",,,,,,,,,"10027","6","4","8","285",,"263","256",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-07T23:00:00","29.00","48.10",,,"1","5","2","5","9",,"1",,,,,,,,,"10026","5","4","8","283",,"258","249",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-08T01:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10027","3","1","8","287",,"272","267",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-08T02:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10029","3","3","8","290",,"268","260",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-08T04:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10039","3","12","8","302",,"282","276",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-08T05:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10043","1","14","8","305",,"279","271",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-08T08:00:00","29.20","48.20",,,"1","5","2","5","9",,"1",,,,,,,,,"10050","1","7","8","326",,"289","278",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-08T09:00:00","29.40","48.00",,,"1","5","2","5","8","2","1",,,,,,,,,"10046","8","2","8","352",,"305","292",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-08T10:00:00","29.40","48.00",,,"1","5","2","5","8","2","1",,,,,,,,,"10041","8","8","8","349",,"304","291",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-08T15:00:00","29.40","48.00",,,"1","5","2","5","9",,"1",,,,,,,,,"10028","5","2","8","333",,"295","283",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-08T18:00:00","29.40","48.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10046","3","18","8","307",,"281","273",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-08T19:00:00","29.40","48.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10045","1","13","8","298",,"257","242",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-08T20:00:00","29.40","48.00",,,"1","5","2","5","9","0","1",,,,,,,,,"10043","0","3","8","297",,"269","259",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-08T21:00:00","29.30","47.90",,,"1","5","2","5","5","1","1",,,,,,,,,"10042","8","4","8","290",,"246","230",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-08T22:00:00","29.30","47.90",,,"1","5","2","5","5","1","1",,,,,,,,,"10041","5","4","8","301",,"262","248",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-08T23:00:00","29.30","47.90",,,"1","5","2","5","5","1","1",,,,,,,,,"10038","8","4","8","298",,"279","272",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-09T00:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10037","5","5","8","291",,"256","244",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-09T01:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10038","5","3","8","295",,"272","265",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-09T02:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10042","3","3","8","291",,"265","255",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-09T03:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10046","3","9","8","292",,"264","254",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-09T04:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10052","1","14","8","304",,"272","262",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-09T06:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10056","1","10","8","330",,"301","293",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-09T10:00:00","29.30","47.90",,,"1","5","2","5","9",,"1",,,,,,,,,"10038","8","17","8","375",,"270","232",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-09T16:00:00","29.30","47.90",,,"1","5","2","5","9",,"1",,,,,,,,,"10030","3","6","8","331",,"268","245",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-09T17:00:00","29.30","47.90",,,"1","5","2","5","9",,"1",,,,,,,,,"10035","1","13","8","310",,"252","229",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-09T18:00:00","29.30","47.90",,,"1","5","2","5","9",,"1",,,,,,,,,"10037","1","10","8","303",,"245","223",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-09T19:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10036","1","7","8","305",,"236","207",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-09T20:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10034","8","1","8","310",,"252","229",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-09T21:00:00","29.30","48.10",,,"1","5","2","5","2","1","1",,,,,,,,,"10030","8","7","8","317",,"271","255",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-09T22:00:00","29.20","48.20",,,"1","5","2","5","3","2","1",,,,,,,,,"10030","5","6","8","312",,"260","241",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-09T22:00:00","28.50","49.90",,,"1","5","2","5","7","4","1",,,,,,,,,"10040","6","12","8","324",,"281","267",,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-09T23:00:00","29.00","48.40",,,"1","5","2","5","3","3","1",,,,,,,,,"10030","5","4","8","303",,"273","263",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-09T23:00:00","28.70","49.70",,,"1","5","2","5","7","4","1",,,,,,,,,"10036","6","10","8","328",,"281","266",,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-10T00:00:00","29.00","48.60",,,"1","5","2","5","3","3","1",,,,,,,,,"10030","8","0","8","295",,"255","240",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA7","5",,,,
"KSFF","2022-09-10T01:00:00","28.90","48.80",,,"1","5","2","5","3","3","1",,,,,,,,,"10032","3","2","8","295",,"261","248",,,,,"A",,"A","A",,,,,,,"218","88","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-10T01:00:00","28.80","49.20",,,"1","5","2","5","7","3","1",,,,,,,,,"10040","5","1","8","336",,"294","281",,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-10T03:00:00","28.80","49.30",,,"1","5","2","5","2","3","1",,,,,,,,,"10038","3","9","8","284",,"247","234",,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-10T04:00:00","28.80","49.50",,,"1","5","2","5","2","3","1",,,,,,,,,"10041","0","9","8","302",,"269","258",,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-10T04:00:00","29.10","48.40",,,"1","5","2","5","6","4","1",,,,,,,,,"10047","1","7","8","365",,"288","264",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-10T05:00:00","29.30","48.10",,,"1","5","2","5","7","4","1",,,,,,,,,"10048","3","6","8","368",,"273","240",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-10T06:00:00","29.40","48.00",,,"1","5","2","5","7","3","1",,,,,,,,,"10052","3","7","8","400",,"288","251",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-10T07:00:00","29.40","47.90",,,"1","5","2","5","7","2","1",,,,,,,,,"10049","0","2","8",,,,,,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F7FF12","1AAAA1999A8AA1","5",,,,
"WDJ4009","2022-09-10T08:00:00","29.30","47.90",,,"1","5","2","5","6","1","1",,,,,,,,,"10047","8","1","8",,,,,,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F7FF12","1AAAA1999A8AA1","5",,,,
"WDJ4009","2022-09-10T09:00:00","29.30","47.90",,,"1","5","2","5","5","1","1",,,,,,,,,"10043","8","9","8",,,,,,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F7FF14","1AAAA1999A8AA1","5",,,,
"WDJ4009","2022-09-10T10:00:00","29.30","47.90",,,"1","5","2","5","5","1","1",,,,,,,,,"10036","8","13","8",,,,,,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","FEFF1F","1AAAA1999A8AA1","5",,,,
"WDJ4009","2022-09-10T11:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10028","8","18","8",,,,,,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","FEFF1F","1AAAA1999A8AA1","5",,,,
"WDJ4009","2022-09-10T12:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10020","8","22","8",,,,,,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F7FF14","1AAAA1999A8AA1","5",,,,
"WDJ4009","2022-09-10T13:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10018","6","18","8",,,,,,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F7FF14","1AAAA1999A8AA1","5",,,,
"WDJ4009","2022-09-10T14:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10017","6","11","8",,,,,,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F7FF14","1AAAA1999A8AA1","5",,,,
"WDJ4009","2022-09-10T15:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10019","5","2","8",,,"249","164",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F7FF14","1AAAA1666A8AA1","5",,,,
"WDJ4009","2022-09-10T18:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10032","1","13","8","379",,"263","220",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F3FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-10T19:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10030","0","6","8","377",,"223","144",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F3FF12","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-10T20:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10028","8","1","8","370",,"220","144",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F3FF12","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-10T21:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10025","8","7","8","367",,"226","158",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F3FF12","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-11T00:00:00","29.20","48.20",,,"1","5","2","5","3","2","1",,,,,,,,,"10022","5","3","8","347",,"245","203",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-11T01:00:00","29.10","48.40",,,"1","5","2","5","3","3","1",,,,,,,,,"10021","5","0","8","350",,"240","194",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-11T02:00:00","29.00","48.60",,,"1","5","2","5","3","3","1",,,,,,,,,"10026","1","10","8","343",,"263","233",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-11T05:00:00","28.80","49.40",,,"1","5","2","5","2","3","1",,,,,,,,,"10025","8","1","8","364",,"280","253",,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"WDJ4009","2022-09-11T06:00:00","28.70","49.70",,,"1","5","2","5","2","3","1",,,,,,,,,"10031","3","4","8",,,,,,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","2","F7FF11","1AAAA1999A8AA1","5",,,,
"WDJ4009","2022-09-11T07:00:00","28.50","49.90",,,"1","5","2","5","3","3","1",,,,,,,,,"10033","3","6","8",,,,,,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","2","F7FF11","1AAAA1999A8AA1","5",,,,
"KRAU","2022-09-11T15:00:00","28.80","48.90",,,"1","5","2","5","9",,"1",,,,,,,,,"9994","5","8","8","361",,"300","282",,,,,"A",,"A","A",,,,,,,"218","88","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KRAU","2022-09-11T16:00:00","28.90","48.60",,,"1","5","2","5","9",,"1",,,,,,,,,"10000","5","0","8","380",,"294","268",,,,,"A",,"A","A",,,,,,,"218","88","798","172","5","1","2","1","F3FF11","1AAAA1111A8AA1","5",,,,
"KRAU","2022-09-11T17:00:00","29.00","48.30",,,"1","5","2","5","9",,"1",,,,,,,,,"10004","3","9","8","377",,"278","245",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F3FF11","1AAAA1111A8AA1","5",,,,
"KRAU","2022-09-11T18:00:00","29.00","48.20",,,"1","5","2","5","6","3","1",,,,,,,,,"10006","1","11","8","401",,"267","217",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F5FF11","1AAAA1111A8AA1","5",,,,
"KRAU","2022-09-11T19:00:00","29.00","48.20",,,"1","5","2","5","6","2","1",,,,,,,,,"10002","0","2","8","379",,"263","220",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F3FF11","1AAAA1111A8AA1","5",,,,
"KRAU","2022-09-11T20:00:00","29.00","48.10",,,"1","5","2","5","6","1","1",,,,,,,,,"9998","8","6","8","398",,"254","195",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F5FF11","1AAAA1111A8AA1","5",,,,
"KRAU","2022-09-11T21:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"9994","6","12","8","373",,"234","169",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F3FF12","1AAAA1111A8AA1","5",,,,
"KRAU","2022-09-11T22:00:00","29.00","48.10",,,"1","5","2","5","6","1","1",,,,,,,,,"9991","6","11","8","382",,"240","176",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F3FF12","1AAAA1111A8AA1","5",,,,
"KRAU","2022-09-12T15:00:00","28.50","49.90",,,"1","5","2","5","9",,"1",,,,,,,,,"9982","5","0","8","343",,"286","268",,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","1","F1FF21","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-15T15:00:00","28.50","49.90",,,"1","5","2","5","9",,"1",,,,,,,,,"10027","3","2","8","346",,"289","271",,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-15T16:00:00","28.70","49.60",,,"1","5","2","5","9",,"1",,,,,,,,,"10026","3","2","8","348",,"288","270",,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-15T17:00:00","28.80","49.40",,,"1","5","2","5","9",,"1",,,,,,,,,"10031","3","9","8","349",,"282","260",,,,,"A",,"A","A",,,,,,,"218","89","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"9V8705","2022-09-15T18:00:00","28.70","49.70",,,"1","6","2","5","7","3","1",,"280","4","98","1","97","2","2","10040",,,"8","340","0","330","327","1","350","2","2","1","2","A","A",,,,"36",,,"218","89","798","172","5","0",,"1","513111","11111111111A7A","5",,"2","36",
"KSFF","2022-09-15T19:00:00","28.90","48.70",,,"1","5","2","5","6","4","1",,,,,,,,,"10040","0","14","8","335",,"279","261",,,,,"A",,"A","A",,,,,,,"218","88","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-15T20:00:00","28.90","48.40",,,"1","5","2","5","6","4","1",,,,,,,,,"10041","0","9","8","339",,"267","242",,,,,"A",,"A","A",,,,,,,"218","88","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-15T21:00:00","29.00","48.20",,,"1","5","2","5","6","4","1",,,,,,,,,"10046","3","6","8","333",,"260","233",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-15T22:00:00","29.00","48.10",,,"1","5","2","5","6","3","1",,,,,,,,,"10046","3","5","8","319",,"225","181",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-15T23:00:00","29.00","48.10",,,"1","5","2","5","6","2","1",,,,,,,,,"10043","8","0","8","310",,"222","181",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA7","5",,,,
"KSFF","2022-09-16T00:00:00","29.00","48.10",,,"1","5","2","5","6","1","1",,,,,,,,,"10042","8","3","8","307",,"214","167",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-16T01:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10043","5","2","8","299",,"203","152",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-16T02:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10045","3","2","8","300",,"204","153",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-16T03:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10050","3","8","8","295",,"200","148",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-16T04:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10053","3","10","8","285",,"194","143",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-16T05:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10056","1","11","8","307",,"205","152",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-16T06:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10056","1","6","8","323",,"211","154",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-16T07:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10052","8","1","8","335",,"213","150",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-16T08:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10043","8","12","8","357",,"225","160",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-16T09:00:00","29.00","48.10",,,"1","5","2","5","9","0","1",,,,,,,,,"10034","8","21","8","379",,"233","163",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F3FF12","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-16T10:00:00","29.10","48.20",,,"1","5","2","5","1","1","1",,,,,,,,,"10013","8","39","8","378",,"237","173",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F3FF12","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-16T11:00:00","29.30","48.10",,,"1","5","2","5","8","2","1",,,,,,,,,"10002","8","42","8","387",,"262","214",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-16T12:00:00","29.40","48.00",,,"1","5","2","5","8","2","1",,,,,,,,,"10007","5","26","8","386",,"248","190",,,,,"A",,"A","A",,,,,,,"218","98","798","172","5","1","2","2","F5FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-16T13:00:00","29.30","47.90",,,"1","5","2","5","7","2","1",,,,,,,,,"10005","5","7","8","366",,"241","187",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-16T14:00:00","29.30","47.90",,,"1","5","2","5","6","1","1",,,,,,,,,"10007","0","3","8","379",,"254","203",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","2","F3FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-16T15:00:00","29.30","47.90",,,"1","5","2","5","5","1","1",,,,,,,,,"10008","3","1","8","358",,"235","180",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-16T16:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10012","3","6","8","350",,"231","177",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-16T17:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10019","3","12","8","339",,"228","176",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
"KSFF","2022-09-16T18:00:00","29.30","47.90",,,"1","5","2","5","9","0","1",,,,,,,,,"10020","0","13","8","332",,"223","170",,,,,"A",,"A","A",,,,,,,"218","97","798","172","5","1","2","1","F1FF11","1AAAA1111A8AA1","5",,,,
