"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"EUCDE24","2018-09-10T01:00:00","21.99","37.59",,,"1","5","2","5","3","4","1",,,,,,,,,"10064","2","5","8","319",,,"232",,,,,,,,,,,,,,,"217","17","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,
"2300504","2018-09-10T02:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","317",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"EUCDE24","2018-09-10T02:00:00","21.78","37.73",,,"1","5","2","5","3","4","1",,,,,,,,,"10053","7","5","8","316",,,"229",,,,,,,,,,,,,,,"217","17","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,
"PGRQ","2018-09-10T02:00:00","21.33","37.97",,,"1","5","2","5","9",,"1",,,,,,,,,"10039",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-10T03:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","317",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"EUCDE24","2018-09-10T03:00:00","21.55","37.86",,,"1","5","2","5","3","4","1",,,,,,,,,"10044","7","15","8","316",,,"235",,,,,,,,,,,,,,,"217","17","798","172","5","0",,"1","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,
"PGRQ","2018-09-10T03:00:00","21.37","37.93",,,"1","5","2","5","9",,"1",,,,,,,,,"10045",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-10T04:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","317",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"EUCDE24","2018-09-10T04:00:00","21.33","38.00",,,"1","5","2","5","3","4","1",,,,,,,,,"10067","2","3","8","321",,,"242",,,,,,,,,,,,,,,"217","18","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,
"PGRQ","2018-09-10T04:00:00","21.38","37.93",,,"1","5","2","5","9",,"1",,,,,,,,,"10065",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-10T05:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","317",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"EUCDE24","2018-09-10T05:00:00","21.12","38.13",,,"1","5","2","5","3","4","1",,,,,,,,,"10071","2","18","8","320",,,"242",,,,,,,,,,,,,,,"217","18","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,
"2300504","2018-09-10T06:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"EUCDE24","2018-09-10T06:00:00","20.90","38.27",,,"1","5","2","5","3","4","1",,,,,,,,,"10072","2","29","8","327",,,"245",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,
"2300504","2018-09-10T07:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"DGZR2","2018-09-10T07:00:00","21.70","37.60",,,"1","6","2","5","7","4","1",,"330",,"67","1","98","2","0","10087","2","13","8","355",,,"245","3","310","5","4","6","5","7","8","33","3","1","16","4","2","217","17","798","172","5","0",,"2","131111","1111111A111111",,"5",,"0",,,,,,,,,
"EUCDE24","2018-09-10T07:00:00","20.68","38.41",,,"1","5","2","5","3","4","1",,,,,,,,,"10074","2","8","8","334",,,"251",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,
"PGRQ","2018-09-10T07:00:00","21.43","38.05",,,"1","5","2","5","9",,"1",,,,,,,,,"10074",,,,,,,,,,,,,,,,,,,,,,"217","18","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-10T08:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"EUCDE24","2018-09-10T08:00:00","20.46","38.55",,,"1","5","2","5","3","4","1",,,,,,,,,"10077","2","6","8","343",,,"252",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,
"PGRQ","2018-09-10T08:00:00","21.48","38.02",,,"1","5","2","5","9",,"1",,,,,,,,,"10074",,,,,,,,,,,,,,,,,,,,,,"217","18","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-10T09:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"EUCDE24","2018-09-10T09:00:00","20.24","38.68",,,"1","5","2","5","3","4","1",,,,,,,,,"10071","7","1","8","342",,,"259",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"2","F1FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,
"PGRQ","2018-09-10T09:00:00","21.52","37.98",,,"1","5","2","5","9",,"1",,,,,,,,,"10071",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-10T10:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"EUCDE24","2018-09-10T10:00:00","20.02","38.82",,,"1","5","2","5","3","4","1",,,,,,,,,"10062","7","12","8","361",,,"253",,,,,,,,,,,,,,,"217","8","798","172","5","0",,"2","F5FF11","1AAAA11A1AAAA1",,"5",,,,,,,,,,,
"2300504","2018-09-10T11:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-10T12:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"DGZR2","2018-09-10T12:00:00","23.10","36.90",,,"1","6","2","5","7","4","1",,"320",,"103","1","98","2","0","10069","7","16","8","334",,,"243","3","310","4","4","4","5","2","A","32","8","4",,,,"217","36","798","172","5","0",,"2","111111","1111111A1111A1",,"5",,"0",,,,,,,,,
"2300504","2018-09-10T13:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","320",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-10T13:00:00","21.62","38.08",,,"1","5","2","5","9",,"1",,,,,,,,,"10041",,,,,,,,,,,,,,,,,,,,,,"217","18","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-10T14:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","320",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-10T15:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"DDOR2","2018-09-10T15:00:00","27.50","34.10",,,"1","6","2","5","7","3","1",,"350",,"26","1","98","2","0","10076","5","8","8","293",,,"202","3","273","0","0","0","9","0","0","35","3","2","30","5","2","217","74","798","172","5","0",,"2","111111","1111111A111111",,"5",,"0",,,,,,,,,
"PGRQ","2018-09-10T15:00:00","21.62","37.98",,,"1","5","2","5","9",,"1",,,,,,,,,"10040",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-10T16:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-10T16:00:00","21.60","37.95",,,"1","5","2","5","9",,"1",,,,,,,,,"10049",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-10T17:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-10T18:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","318",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-10T19:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","317",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-10T20:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","317",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-10T21:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","316",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-10T21:00:00","21.67","37.90",,,"1","5","2","5","9",,"1",,,,,,,,,"10048",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-10T22:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","316",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-10T22:00:00","21.68","37.83",,,"1","5","2","5","9",,"1",,,,,,,,,"10054",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-10T23:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","316",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-11T00:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","316",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-11T00:00:00","21.83","37.75",,,"1","5","2","5","9",,"1",,,,,,,,,"10050",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-11T01:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","316",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-11T01:00:00","21.87","37.72",,,"1","5","2","5","9",,"1",,,,,,,,,"10055",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-11T02:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","316",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-11T02:00:00","21.75","37.78",,,"1","5","2","5","9",,"1",,,,,,,,,"10054",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-11T03:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","316",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-11T03:00:00","21.63","37.80",,,"1","5","2","5","9",,"1",,,,,,,,,"10041",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-11T04:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","316",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-11T05:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","317",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-11T06:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","317",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"DGZR2","2018-09-11T06:00:00","27.70","33.80",,,"1","6","2","5","7","4","1",,"330",,"82","1","98","2","0","10105","3","13","8","283",,,"228","3","280","3","2","1","6","4","5","33","2","2","14","3","3","217","73","798","172","5","1","2","2","111111","1111111A111111",,"5",,"0",,,,,,,,,
"2300504","2018-09-11T07:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","318",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-11T08:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","317",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-11T09:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","317",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-11T10:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-11T11:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-11T11:00:00","21.32","38.10",,,"1","5","2","5","9",,"1",,,,,,,,,"10049",,,,,,,,,,,,,,,,,,,,,,"217","18","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-11T12:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","320",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-11T12:00:00","21.28","38.05",,,"1","5","2","5","9",,"1",,,,,,,,,"10042",,,,,,,,,,,,,,,,,,,,,,"217","18","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-11T13:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","318",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-11T14:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","318",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-11T15:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","317",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-11T15:00:00","21.28","38.05",,,"1","5","2","5","9",,"1",,,,,,,,,"10030",,,,,,,,,,,,,,,,,,,,,,"217","18","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-11T16:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","318",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-11T17:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","317",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-11T18:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","317",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"A8XP9","2018-09-11T18:00:00","20.00","39.40",,,"1","6","2","5","3","4","1",,"360",,"77","1","97","5","3","10065","0","3","8","294",,,"266","3","310",,,"A",,"A","A","36","3","1",,,,"217","9","798","172","5","1","2","1","111111","1111111A1181A1",,"5",,"3",,,,,,,,,
"2300504","2018-09-11T19:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","317",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-11T19:00:00","20.92","37.98",,,"1","6","2","5","4","2","1",,"20",,"113","1","97","2",,"10073","3","26","8","326",,,,"1","315","0","0","0","9","0","0",,,,,,,"217","7","798","172","5","1","2","1","11111F","1111A11AA11AA1",,"5",,,,,,,,,,,
"2300504","2018-09-11T20:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","317",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-11T21:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","316",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-11T22:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","316",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-11T23:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","316",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-12T00:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","316",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-12T00:00:00","20.82","37.92",,,"1","5","2","5","9",,"1",,,,,,,,,"10050",,,,,,,,,,,,,,,,,,,,,,"217","7","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"1200516","2018-09-12T00:18:00","21.48","39.15",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9",,,,,,,,,,,,,,"217","19","798","172","7","1","2","1","6FFFFF","1AAAAAAAA9AAAA","4",,,,,,,,,,,,
"1200516","2018-09-12T01:00:00","21.48","39.15",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9",,,,,,,,,,,,,,"217","19","798","172","7","1","2","1","6FFFFF","1AAAAAAAA9AAAA","4",,,,,,,,,,,,
"2300504","2018-09-12T01:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","316",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-12T01:00:00","20.82","37.90",,,"1","5","2","5","9",,"1",,,,,,,,,"10048",,,,,,,,,,,,,,,,,,,,,,"217","7","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"1200516","2018-09-12T02:00:00","21.48","39.15",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9",,,,,,,,,,,,,,"217","19","798","172","7","1","2","1","6FFFFF","1AAAAAAAA9AAAA","4",,,,,,,,,,,,
"2300504","2018-09-12T02:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","316",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-12T02:00:00","20.92","37.93",,,"1","5","2","5","9",,"1",,,,,,,,,"10054",,,,,,,,,,,,,,,,,,,,,,"217","7","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-12T03:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","316",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-12T03:00:00","21.03","37.92",,,"1","5","2","5","9",,"1",,,,,,,,,"10057",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","1","2","1","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-12T04:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","315",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-12T04:00:00","21.13","37.87",,,"1","5","2","5","9",,"1",,,,,,,,,"10061",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-12T05:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","316",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-12T05:00:00","21.25","37.85",,,"1","5","2","5","9",,"1",,,,,,,,,"10066",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
"2300504","2018-09-12T06:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","316",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-12T06:00:00","21.20","37.75",,,"1","6","2","5","5","2","1",,"350",,"41","1","97","1",,"10068",,,"8","316",,,,"1","315","0","0","0","9","0","0",,"4","1","35","12","3","217","17","798","172","5","1","2","2","11111F","1111A11AA1111A",,"5",,,,,,,,,,,
"2300504","2018-09-12T07:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","319",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-12T08:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"PGRQ","2018-09-12T08:00:00","21.17","37.82",,,"1","5","2","5","9",,"1",,,,,,,,,"10071",,,,,,,,,,,,,,,,,,,,,,"217","17","798","172","5","1","2","2","FFFF1F","1AAAA1AAAAAAAA",,"5",,,,,,,,,,,
