"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_DIR","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","SOURCE_EXCLUSION_FLAG","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","THICKNESS_OF_I","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP"
"2300504","2018-09-24T01:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3EXV7","2018-09-24T01:00:00","23.70","37.60",,,"1","5","2","5","9",,"1",,"90","4","51","1","98",,"0","10070","4","0","8","300",,"290","290",,,"0","0","0","9","0","0",,,,"9","3","2","217","37","798","172","5","1","2","1","F14111","111A11111A1A11",,"5",,"0",,,,,"0","0","5","1",
"2300504","2018-09-24T02:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"VRGM8","2018-09-24T02:00:00","20.20","38.90",,,"1","6","2","5","7","4","1",,"300","3","77","1","97","2","0","10075","3","5","8","322",,"291","280","1","322","0","0","0","9","0","0",,"2","1",,,,"217","8","798","172","5","1","2","1","111111","111111111111A1",,"5",,"0",,,,,,,,,
"2300504","2018-09-24T03:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","320",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-24T04:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","320",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-24T05:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-24T06:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-24T07:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-24T08:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-24T09:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-24T10:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3EXV7","2018-09-24T10:00:00","22.60","37.60",,,"1","5","2","5","4","3","1",,"140","4","72","1","98",,"0","10080","4","0","8","310",,"290","280",,,"0","0","0","9","0","0",,,,"14","3","2","217","27","798","172","5","1","2","2","F12311","111A11111A1A11",,"5",,"0",,,,,"1","3","2","1",
"VRGM8","2018-09-24T10:00:00","22.10","37.70",,,"1","6","2","5","7","4","1",,"10","3","82","1","97","0","0","10075","4","0","8","330",,,,"1","320","0","0","0","9","0","0",,"8","4",,,,"217","27","798","172","5","1","2","2","11111F","1111111AA111A1",,"5",,"0",,,,,,,,,
"2300504","2018-09-24T11:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"A8UT7","2018-09-24T11:00:00","26.90","34.50",,,"1","6","2","5","3","3","1",,"330",,"139","1","98","5","1","10110","8","20","8","290","0","259","248","3","300","5","3","6","2","7","0","33","4","4","34","6","5","217","64","798","172","5","0",,"2","111111","11111111111111",,"5",,"1",,,,,,,,,
"2300504","2018-09-24T12:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-24T13:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"VRGM8","2018-09-24T13:00:00","22.70","37.30",,,"1","6","2","5","7","4","1",,"330","3","77","1","97","2","0","10064","6","5","8","310",,"291","284","1","313","0","0","0","9","0","0",,"4","2",,,,"217","27","798","172","5","1","2","2","111111","111111111111A1",,"5",,"0",,,,,,,,,
"2300504","2018-09-24T14:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-24T15:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-24T16:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"3EXV7","2018-09-24T16:00:00","21.20","38.00",,,"1","5","2","5","4","3","1",,"350","3","67","1","97","5","1","10050","7","10","8","310",,"270","260",,,"7",,"A","A","A","A",,"1","2","17","4","4","217","18","798","172","5","1","2","1","F11111","111111111A1111",,"5",,"1",,,,,"1","6","2","4",
"VRGM8","2018-09-24T16:00:00","23.40","36.90",,,"1","6","2","5","7","4","1",,"350","3","67","1","96","2","0","10061","4","0","8","305",,"285","278","1","310","0","0","0","9","0","0",,"4","2","32","5","1","217","36","798","172","5","1","2","1","111111","11141111111111",,"5",,"0",,,,,,,,,
"2300504","2018-09-24T17:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-24T18:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-24T19:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-24T20:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"A8UT7","2018-09-24T20:00:00","25.30","35.70",,,"1","6","2","5","3","3","1",,"270",,"21","1","98","5","1","10100","1","5","8","260","0","249","245","3","300","4","4","6","2","0","0","27","2","2","34","5","3","217","55","798","172","5","0",,"1","111111","11111111111111",,"5",,"1",,,,,,,,,
"2300504","2018-09-24T21:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-24T22:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"VRGM8","2018-09-24T22:00:00","24.80","36.10",,,"1","6","2","5","7","4","1",,"330","3","82","1","97","0","0","10066","4","0","8","300",,,,"1","300","0","0","0","9","0","0",,"6","4","33","7","2","217","46","798","172","5","1","2","1","11111F","1111111AA11111",,"5",,"0",,,,,,,,,
"2300504","2018-09-24T23:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"A8UT7","2018-09-24T23:00:00","24.70","36.10",,,"1","6","2","5","3","3","1",,"320",,"57","1","98","5","2","10090","6","10","8","260","0","259","259","3","300","6","2","6","2","7","9","32","3","2","34","5","4","217","46","798","172","5","0",,"1","111113","11111111111111",,"5",,"2",,,,,,,,,
"2300504","2018-09-25T00:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-25T01:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"DCPX2","2018-09-25T01:00:00","25.60","35.50",,,"1","6","2","5","7","3","1",,"350","4","72","1","97","1","0","10080","6","5","8","300",,"280","274","3","280","1","0","0","9","0","5",,"5","2",,,,"217","55","798","172","5","1","2","1","111111","111111111111A1",,"5",,"0",,,,,,,,,
"VRGM8","2018-09-25T01:00:00","25.50","35.60",,,"1","6","2","5","7","4","1",,"350","3","77","1","97","2","0","10071","3","3","8","301",,"268","255","1","293","2","2","1","4","0","0",,"4","2",,,,"217","55","798","172","5","1","2","1","111111","111111111111A1",,"5",,"0",,,,,,,,,
"2300504","2018-09-25T02:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-25T03:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-25T04:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","321",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-25T05:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","320",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-25T06:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","320",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-25T07:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-25T08:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-25T09:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"VRGM8","2018-09-25T09:00:00","27.20","34.30",,,"1","6","2","5","7","4","1",,"320","3","98","1","96","2","0","10096","4","0","8","295",,"250","230","1","290","0","0","0","9","0","0",,"3","2","27","5","2","217","74","798","172","5","1","2","2","111111","11141111111111",,"5",,"0",,,,,,,,,
"2300504","2018-09-25T10:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-25T11:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","325",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-25T12:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","325",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"A8UT7","2018-09-25T12:00:00","22.20","37.60",,,"1","6","2","5","3","3","1",,"340",,"10","1","98","5","2","10080","8","15","8","330","0","290","278","3","320","5","5","6","2","0","0","34","2","1","34","5","2","217","27","798","172","5","1","2","2","111111","11111111111111",,"5",,"2",,,,,,,,,
"2300504","2018-09-25T13:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","325",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-25T14:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","325",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"VRGM8","2018-09-25T14:00:00","28.20","33.30",,,"1","6","2","5","7","3","1",,"320","3","93","1","97","2","0","10094","3","4","8","281",,"262","254","1","274","0","0","0","9","0","0",,"4","3",,,,"217","83","798","172","5","1","2","2","111111","111111111111A1",,"5",,"0",,,,,,,,,
"2300504","2018-09-25T15:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-25T16:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","324",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-25T17:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-25T18:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-25T19:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-25T20:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"A8UT7","2018-09-25T20:00:00","20.70","38.50",,,"1","6","2","5","3","3","1",,"90",,"36","1","98","5","2","10100","1","10","8","281","0","269","265","3","320","6","3","6","2","2","0","9","2","1","34","4","2","217","8","798","172","5","0",,"1","111111","11111111111111",,"5",,"2",,,,,,,,,
"WMDK","2018-09-25T20:00:00","28.30","33.10",,,"1","4","0","0","3","3","1","0","340","4","62",,"97","5","2","10107","2","2","0","270","0","230","210","1","270","0","0","0","9","0","0",,"5","2","0",,,"217","83","992","114","5","1","2","1","111111","11111111111131",,,"1","2","0",,,,,,,,"4"
"2300504","2018-09-25T21:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-25T22:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-25T23:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-26T00:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-26T01:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-26T02:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-26T03:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-26T04:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-26T05:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-26T06:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-26T07:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","325",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-26T08:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","330",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-26T09:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","328",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-26T10:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","329",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-26T11:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","329",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-26T12:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","328",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WMDK","2018-09-26T12:00:00","25.30","35.30",,,"1","6","2","5","3","3","1",,"350","4","82","1","97",,,"10088","7","11","8","280",,"250","237","1","280",,,"A",,"A","A",,,,,,,"217","55","798","172","5","1","2","2","111111","111AA111118AA1",,"5",,,,,,,,,,,
"2300504","2018-09-26T13:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","327",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WMDK","2018-09-26T13:00:00","25.10","35.50",,,"1","6","2","5","3","3","1",,"130","4","62",,,,,"10080","7","13","8","290",,"260","248","1","287",,,"A",,"A","A",,,,,,,"217","55","798","172","5","1","2","2","112311","11AAA111118AA1",,"5",,,,,,,,,,,
"2300504","2018-09-26T14:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","325",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-26T15:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","325",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-26T16:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","323",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-26T17:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-26T18:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-26T19:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-26T20:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"WMDK","2018-09-26T20:00:00","23.80","36.30",,,"1","4","0","0","3","3","1","0","350","4","31",,"97","5","2","10100","2","9","0","260","0","250","246","1","300","0","0","0","9","0","0",,"4","2","0",,,"217","36","992","114","5","1","2","1","111111","11111111111131",,,"1","2","0",,,,,,,,"4"
"2300504","2018-09-26T21:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-26T22:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-26T23:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-27T00:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-27T01:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-27T02:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-27T03:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","1","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-27T04:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-27T05:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
"2300504","2018-09-27T06:00:00","20.37","39.60",,,"1","4","2","5",,,"11",,,,,,,,,,,,"8",,,,,"9","322",,,,,,,,,,,,,"217","9","798","172","7","1","2","2","1FFFFF","1AAAAAAAA1AAAA","4",,,,,,,,,,,,
