"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","IMMA_VER","ATTM_CT","TIME_IND","LL_IND","SHIP_COURSE","SHIP_SPD","NAT_SOURCE_IND","ID_IND","WIND_DIR_IND","WIND_DIR","WIND_SPD_IND","WIND_SPEED","VV_IND","VISIBILITY","PRES_WX","PAST_WX","SEA_LVL_PRES","CHAR_PPP","AMT_PRES_TEND","IND_FOR_TEMP","AIR_TEMP","IND_FOR_WBT","WET_BULB_TEMP","DEW_PT_TEMP","SST_MM","SEA_SURF_TEMP","TOT_CLD_AMT","LOW_CLD_AMT","LOW_CLD_TYPE","CLD_HGT","MID_CLD_TYPE","HI_CLD_TYPE","WAVE_PERIOD","WAVE_HGT","SWELL_DIR","SWELL_PERIOD","SWELL_HGT","TEN_BOX_NUM","ONE_BOX_NUM","DECK","SOURCE_ID","PLATFORM_ID","DUP_STATUS","DUP_CHK","NIGHT_DAY_FLAG","TRIM_FLAG","NCDC_QC_FLAGS","OB_SOURCE","STA_WX_IND","PAST_WX2","DIR_OF_SWELL2","PER_OF_SWELL2","HGT_OF_SWELL2","CONCEN_OF_SEA_ICE","STAGE_OF_DEVELP","ICE_OF_LAND_ORIGIN","TRUE_BEARING_ICE_EDGE","ICE_SIT_TREND","IND_FOR_PRECIP","AMT_PRECIP","DUR_OF_PER"
"VRLA5","2016-09-25T11:00:00","10.10","-16.40",,,"1","4","0","0","3","4","1","1","0","50","4","51",,"97","2","5","10142","0","0","0","250","0","230","220","1","290","8",,"9","6","6","A","6","1","35","6","2","284","6","992","114","5","1","2","2","111111","11111111111111",,"1","5",,,,,,,,,"4",,
"A8OA2","2016-09-25T12:00:00","16.10","-18.90",,,"1","4","0","0","8","2",,"1","0","360","3","46",,"97",,,"10150","4","0","0","285","0","256","246","3","277","2",,,"4",,,"4","1","36","12","5","284","68","992","114","5","1","2","2","111111","111AA111111111",,"1",,,,,,,,,,"4",,
"A8OA2","2016-09-25T18:00:00","17.00","-18.80",,,"1","4","0","0","8","2",,"1","0","350","3","113",,"98","2","0","10119","6","21","0","262","0","239","230","3","277","4","3","1","4","0","7","4","2","36","7","7","284","78","992","114","5","1","2","2","111111","11111111111111",,"1","0",,,,,,,,,"4",,
"CQEW","2016-09-25T18:00:00","10.30","-17.00",,,"1","4","0","0","7","3",,"1","0","270","3","51",,"97","2","0","10100","6","10","0","280","0","265","260",,,"5","3","7","3","7","4","4","1",,,,"284","7","992","114","5","1","2","2","F11111","111111111A11A1",,"1","0",,,,,,,,,"4",,
"TBWUK33","2016-09-25T18:00:00","11.90","-18.50",,,"1","4","0","0","4","3",,"1","0","40","4","62",,"98","3","2","10186","4","0","0","285","0","240","219","3","290","5","5","4","6","0","0","5","3","3","5","2","284","18","992","114","5","1","2","2","111131","11111111111111",,"1","2",,,,,,,,,"4",,
"A8IY7","2016-09-26T00:00:00","10.20","-16.60",,,"1","4","0","0","7","2",,"1","0","300","4","10",,"97","2","0","10130","4","0","0","250","0","225","214","3","280","3",,"1","4","A","A",,,"0",,,"284","6","992","114","5","1","2","1","111111","11111111111A31",,"1","0","0",,,,,,,,"4",,
"A8OA2","2016-09-26T06:00:00","18.70","-18.60",,,"1","4","0","0","8","2",,"1","0","360","3","154",,"98","2","0","10112","6","18","0","245","0","224","213","3","263","0","0","0","9","0","0","4","3","1","7","8","284","88","992","114","5","1","2","1","111211","11111111111111",,"1","0",,,,,,,,,"4",,
"CQEW","2016-09-26T06:00:00","13.20","-17.60",,,"1","4","0","0","8","3",,"1","0","340","3","51",,"97","2","0","10100","1","10","0","280","0","265","260",,,"7","4","6","3","7","5","4","1",,,,"284","37","992","114","5","1","2","1","F11111","111111111A11A1",,"1","0",,,,,,,,,"4",,
"A8OA2","2016-09-26T12:00:00","19.70","-18.50",,,"1","4","0","0","8","2",,"1","0","360","3","134",,"97",,,"10145","1","15","0","250","0","222","208","3","250","1",,,"A",,,,"6","36","6","8","284","98","992","114","5","1","2","2","111111","111AA111111311",,"1",,,,,,,,,,"4",,
"CQEW","2016-09-26T12:00:00","14.60","-17.60",,,"1","4","0","0","8","3",,"1","0","320","3","62",,"97","3","2","10150","2","40","0","300","0","280","274","3","270","6",,"6","3","7","A",,"3",,,,"284","47","992","114","5","1","2","2","111111","111111111113A1",,"1","2",,,,,,,,,"4",,
"CQEW","2016-09-26T18:00:00","16.00","-17.60",,,"1","4","0","0","8","3",,"1","0","310","3","51",,"97","2","0","10090","6","10","0","285","0","265","258",,,"6","4","7","3","4","8","5","2",,,,"284","67","992","114","5","1","2","2","F11111","111111111A11A1",,"1","0",,,,,,,,,"4",,
"A8IY7","2016-09-27T00:00:00","13.20","-17.70",,,"1","4","0","0","8","2",,"1","0","340","4","36",,"98","2","2","10130","2","20","0","260","0","235","225","3","280","8","8","A","A","A","A",,,"0",,,"284","37","992","114","5","1","2","1","111111","11111111111A31",,"1","2","0",,,,,,,,"4",,
"VRKC8","2016-09-27T04:00:00","10.70","-17.80",,,"1","4","0","0","7","3",,"1","0","220","4","41",,,,"0","10110","5","10","0","260","0","240","232",,,"3","3","A","7","A","A",,"2",,,,"284","7","992","114","5","1","2","1","F11111","11AA11111A13A1",,"1","0",,,,,,,,,"4",,
"A8IY7","2016-09-27T06:00:00","13.70","-17.80",,,"1","4","0","0","8","2",,"1","0","250","4","26",,,"0",,"10110","7","10","0","270","0","250","243","3","280","0","0","0","9","0","0","99",,"0",,,"284","37","992","114","5","1","2","1","111111","11A1A111111731",,"1",,"0",,,,,,,,"4",,
"CQEW","2016-09-27T06:00:00","18.80","-17.70",,,"1","4","0","0","8","3",,"1","0","360","3","93",,"97","2","0","10090","4","0","0","260","0","245","239",,,,,,"A",,,"5","2",,,,"284","87","992","114","5","1","2","1","F11111","111111111A81A1",,"1","0",,,,,,,,,"4",,
"VRKC8","2016-09-27T07:00:00","11.20","-17.90",,,"1","4","0","0","7","3",,"1","0","220","4","41",,,,"0","10110","5","10","0","260","0","240","232",,,"3","3","A","7","A","A",,"2",,,,"284","17","992","114","5","1","2","1","F11111","11AA11111A13A1",,"1","0",,,,,,,,,"4",,
"A8IY7","2016-09-27T12:00:00","14.30","-17.90",,,"1","4","0","0","8","2",,"1","0","90","4","21",,"97","10","0","10150","2","10","0","295","0","270","262","3","290","2","0","0","A","0","6","2","1","33","2","1","284","47","992","114","5","1","2","2","111111","11111111111111",,"1","0",,,,,,,,,"4",,
"VRKC8","2016-09-27T12:00:00","12.20","-18.00",,,"1","4","0","0","8","3",,"1","0","50","4","26",,"97",,"0","10120","0",,"0","290","0","260","249","1","260","2","2","1","3","0","0","5","4","34",,,"284","28","992","114","5","1","2","2","111111","111A1111111177",,"1","0",,,,,,,,,"4",,
"A8IY7","2016-09-27T18:00:00","14.90","-17.90",,,"1","4","0","0","1","2",,"1","0","190","4","15",,"98","0","2","10120","7","10","0","280","0","250","239","3","290","0","0","0","9","0","0","8","3","24","10","4","284","47","992","114","5","1","2","2","111111","11111111111111",,"1","2",,,,,,,,,"4",,
"A8IY7","2016-09-28T00:00:00","15.60","-18.00",,,"1","4","0","0","8","2",,"1","0","30","4","31",,"97","13","0","10140","2","10","0","265","0","245","237","3","290","0","0","0","9","0","0",,,"0",,,"284","58","992","114","5","1","2","1","111111","11111111111A31",,"1","0","0",,,,,,,,"4",,
"VRKC8","2016-09-28T04:00:00","15.10","-18.00",,,"1","4","0","0","8","3",,"1","0","90","4","62",,,,,"10105","5","5","0","260","0","240","232",,,"5","5","A","6","A","A",,"4",,,,"284","58","992","114","5","1","2","1","F11111","11AAA1111A13A1",,"1",,,,,,,,,,"4",,
"A8IY7","2016-09-28T06:00:00","16.20","-18.00",,,"1","4","0","0","8","2",,"1","0","340","4","21",,"96","3","2","10120","7","10","0","270","0","250","243","3","290","1",,"1","4","A","A","99",,"0",,,"284","68","992","114","5","1","2","1","111111","11141111111731",,"1","2","0",,,,,,,,"4",,
"A8VG3","2016-09-28T06:00:00","12.70","-17.90",,,"1","4","0","0","8","4",,"1","0","40","3","77",,"97","92","6","10110","7","10","0","240","0","230","225",,,"7","7","7","3","9","A","6","3","5","10","3","284","27","992","114","5","1","2","1","F11111","111111111A1111",,"1","2",,,,,,,,,"4",,
"7JIF","2016-09-28T11:00:00","17.40","-18.00",,,"1","4","0","0","8","4",,"1","0","220","4","98",,"97","2","2","10140","5","35","0","250","0","230","222","3","280","8","7","8","5","7","A","7","3",,,,"284","78","992","114","5","1","2","2","113311","111111111111A1",,"1","2",,,,,,,,,"4",,
"A8VG3","2016-09-28T12:00:00","14.30","-17.90",,,"1","4","0","0","8","4",,"1","0","50","3","67",,"97","91","9","10130","2","20","0","270","0","240","226","1","260","7","7","7","3","6","1","2","3","5","2","3","284","47","992","114","5","1","2","2","111111","11111111111111",,"1","5",,,,,,,,,"4",,
"A8IY7","2016-09-29T00:00:00","18.40","-17.90",,,"1","4","0","0","8","1",,"1","0","350","4","57",,"97","2","2","10150","2","20","0","260","0","245","239","3","280","8","8","A","A","A","A",,,"0",,,"284","87","992","114","5","1","2","1","111111","11111111111A31",,"1","2","0",,,,,,,,"4",,
"SMGW","2016-09-29T00:00:00","19.40","-18.00",,,"1","6","2","5","4","4",,"1",,"350",,"80","1","97",,,"10147","1","12","8","229",,,,"1","257","0","0","0","9","0","0",,,,,,"284","98","798","172","5","1","2","1","11111F","111AA11AA11AA1","5",,,,,,,,,,,,,
"VRKC8","2016-09-29T04:00:00","19.50","-18.00",,,"1","5","2","5","8","3",,"1",,"30","4","77",,,,"2","10135","1","10","8","230",,"220","216",,,,,"A",,"A","A",,"4",,,,"284","98","798","172","5","1","2","1","F11111","11AA11111A83A1","5",,"2",,,,,,,,,,,
"A8IY7","2016-09-29T06:00:00","18.90","-17.90",,,"1","4","0","0","8","2",,"1","0","160","4","36",,"96","1","2","10160","4","0","0","250","0","230","222","3","260","1","0","0","9","0","5","99",,"0",,,"284","87","992","114","5","1","2","1","111111","11141111111731",,"1","2","0",,,,,,,,"4",,
"SMGW","2016-09-29T06:00:00","18.10","-18.20",,,"1","6","2","5","4","4",,"1",,"120",,"50","1","97",,,"10133","8","5","8","266",,,,"1","290","8",,,"A",,,,,,,,"284","88","798","172","5","1","2","1","11111F","111AA11AA11AA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-29T09:55:00","10.02","-17.46",,,"1","5","2","5","7","4",,"1",,,,,,,,,"10153","2","20",,,,,,,,,,,,,,,,,,,"284","7","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-29T10:00:00","10.00","-17.50",,,"1","4","0","0","7","3",,"1",,,,,,,,,"10153","2","20",,,,,,,,,,,"A",,,,,,,,"284","7","992","114","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-29T10:55:00","10.14","-17.62",,,"1","5","2","5","7","4",,"1",,,,,,,,,"10159","2","21",,,,,,,,,,,,,,,,,,,"284","7","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-29T11:00:00","10.10","-17.60",,,"1","4","0","0","7","3",,"1",,,,,,,,,"10159","2","21",,,,,,,,,,,"A",,,,,,,,"284","7","992","114","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-29T11:55:00","10.27","-17.77",,,"1","5","2","5","7","2",,"1",,,,,,,,,"10154","2","7",,,,,,,,,,,,,,,,,,,"284","7","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"A8IY7","2016-09-29T12:00:00","19.60","-18.00",,,"1","4","0","0","8","2",,"1","0","10","4","77",,"97","10","8","10170","2","20","0","255","0","225","212","3","250","5","3","6","7","0","2","3","1","38","3","1","284","98","992","114","5","1","2","2","111111","11111111111111",,"1","8",,,,,,,,,"4",,
"BAREU65","2016-09-29T12:00:00","10.30","-17.80",,,"1","4","0","0","7","2",,"1",,,,,,,,,"10154","2","7",,,,,,,,,,,"A",,,,,,,,"284","7","992","114","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-29T12:55:00","10.39","-17.92",,,"1","5","2","5","7","2",,"1",,,,,,,,,"10144","7","8",,,,,,,,,,,,,,,,,,,"284","7","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-29T13:00:00","10.40","-17.90",,,"1","4","0","0","7","2",,"1",,,,,,,,,"10144","7","8",,,,,,,,,,,"A",,,,,,,,"284","7","992","114","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-29T13:55:00","10.52","-18.07",,,"1","5","2","5","7","2",,"1",,,,,,,,,"10135","7","24",,,,,,,,,,,,,,,,,,,"284","8","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-29T14:00:00","10.50","-18.10",,,"1","4","0","0","7","2",,"1",,,,,,,,,"10135","7","24",,,,,,,,,,,"A",,,,,,,,"284","8","992","114","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-29T14:55:00","10.66","-18.18",,,"1","5","2","5","7","2",,"1",,,,,,,,,"10127","7","27",,,,,,,,,,,,,,,,,,,"284","8","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-29T15:00:00","10.70","-18.20",,,"1","4","0","0","7","2",,"1",,,,,,,,,"10127","7","27",,,,,,,,,,,"A",,,,,,,,"284","8","992","114","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-29T15:55:00","10.86","-18.18",,,"1","5","2","5","7","2",,"1",,,,,,,,,"10116","7","28",,,,,,,,,,,,,,,,,,,"284","8","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-29T16:00:00","10.90","-18.20",,,"1","4","0","0","7","2",,"1",,,,,,,,,"10116","7","28",,,,,,,,,,,"A",,,,,,,,"284","8","992","114","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-29T16:55:00","11.06","-18.18",,,"1","5","2","5","8","2",,"1",,,,,,,,,"10122","7","13",,,,,,,,,,,,,,,,,,,"284","18","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-29T17:00:00","11.10","-18.20",,,"1","4","0","0","8","2",,"1",,,,,,,,,"10122","7","13",,,,,,,,,,,"A",,,,,,,,"284","18","992","114","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-29T17:55:00","11.25","-18.17",,,"1","5","2","5","0","2",,"1",,,,,,,,,"10124","7","3",,,,,,,,,,,,,,,,,,,"284","18","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-29T18:00:00","11.30","-18.20",,,"1","4","0","0","8","2",,"1",,,,,,,,,"10124","7","3",,,,,,,,,,,"A",,,,,,,,"284","18","992","114","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"SMGW","2016-09-29T18:00:00","15.00","-18.30",,,"1","6","2","5","4","4",,"1",,"330",,"20","1","98",,,"10120","6","8","8","274",,,,"1","290","4",,,"A",,,,,,,,"284","58","798","172","5","1","2","2","11111F","111AA11AA11AA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-29T18:55:00","11.46","-18.18",,,"1","5","2","5","8","2",,"1",,,,,,,,,"10126","2","10",,,,,,,,,,,,,,,,,,,"284","18","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-29T19:00:00","11.50","-18.20",,,"1","4","0","0","8","2",,"1",,,,,,,,,"10126","2","10",,,,,,,,,,,"A",,,,,,,,"284","18","992","114","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-29T19:55:00","11.65","-18.18",,,"1","5","2","5","0","2",,"1",,,,,,,,,"10130","2","8",,,,,,,,,,,,,,,,,,,"284","18","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-29T20:00:00","11.60","-18.20",,,"1","4","0","0","8","2",,"1",,,,,,,,,"10130","2","8",,,,,,,,,,,"A",,,,,,,,"284","18","992","114","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-29T20:55:00","11.84","-18.18",,,"1","5","2","5","8","2",,"1",,,,,,,,,"10140","2","16",,,,,,,,,,,,,,,,,,,"284","18","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-29T21:00:00","11.80","-18.20",,,"1","4","0","0","8","2",,"1",,,,,,,,,"10140","2","16",,,,,,,,,,,"A",,,,,,,,"284","18","992","114","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-29T21:55:00","12.03","-18.18",,,"1","5","2","5","0","2",,"1",,,,,,,,,"10149","2","23",,,,,,,,,,,,,,,,,,,"284","28","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-29T22:00:00","12.00","-18.20",,,"1","4","0","0","8","2",,"1",,,,,,,,,"10149","2","23",,,,,,,,,,,"A",,,,,,,,"284","28","992","114","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-29T22:55:00","12.22","-18.18",,,"1","5","2","5","8","2",,"1",,,,,,,,,"10151","2","20",,,,,,,,,,,,,,,,,,,"284","28","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-29T23:00:00","12.20","-18.20",,,"1","4","0","0","8","2",,"1",,,,,,,,,"10151","2","20",,,,,,,,,,,"A",,,,,,,,"284","28","992","114","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-29T23:55:00","12.41","-18.19",,,"1","5","2","5","8","2",,"1",,,,,,,,,"10149","2","9",,,,,,,,,,,,,,,,,,,"284","28","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-30T00:00:00","12.40","-18.20",,,"1","4","0","0","8","2",,"1",,,,,,,,,"10149","2","9",,,,,,,,,,,"A",,,,,,,,"284","28","992","114","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"SMGW","2016-09-30T00:00:00","13.30","-18.20",,,"1","6","2","5","4","4",,"1",,"70",,"40","1","97",,,"10100","1","10","8","274",,,,"1","291","0","0","0","9","0","0",,,,,,"284","38","798","172","5","1","2","1","11111F","111AA11AA11AA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-30T00:55:00","12.59","-18.18",,,"1","5","2","5","0","2",,"1",,,,,,,,,"10146","7","3",,,,,,,,,,,,,,,,,,,"284","28","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-30T01:00:00","12.60","-18.20",,,"1","4","0","0","8","2",,"1",,,,,,,,,"10146","7","3",,,,,,,,,,,"A",,,,,,,,"284","28","992","114","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-30T01:55:00","12.77","-18.18",,,"1","5","2","5","8","2",,"1",,,,,,,,,"10139","7","12",,,,,,,,,,,,,,,,,,,"284","28","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-30T02:00:00","12.80","-18.20",,,"1","4","0","0","8","2",,"1",,,,,,,,,"10139","7","12",,,,,,,,,,,"A",,,,,,,,"284","28","992","114","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-30T02:55:00","12.96","-18.18",,,"1","5","2","5","0","2",,"1",,,,,,,,,"10140","7","9",,,,,,,,,,,,,,,,,,,"284","28","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-30T03:00:00","13.00","-18.20",,,"1","4","0","0","8","2",,"1",,,,,,,,,"10140","7","9",,,,,,,,,,,"A",,,,,,,,"284","38","992","114","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-30T03:55:00","13.16","-18.18",,,"1","5","2","5","0","2",,"1",,,,,,,,,"10134","7","12",,,,,,,,,,,,,,,,,,,"284","38","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-30T04:00:00","13.20","-18.20",,,"1","4","0","0","8","2",,"1",,,,,,,,,"10134","7","12",,,,,,,,,,,"A",,,,,,,,"284","38","992","114","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-30T04:55:00","13.35","-18.18",,,"1","5","2","5","8","2",,"1",,,,,,,,,"10140","2","1",,,,,,,,,,,,,,,,,,,"284","38","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-30T05:00:00","13.40","-18.20",,,"1","4","0","0","8","2",,"1",,,,,,,,,"10140","2","1",,,,,,,,,,,"A",,,,,,,,"284","38","992","114","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-30T05:55:00","13.55","-18.18",,,"1","5","2","5","8","2",,"1",,,,,,,,,"10142","2","3",,,,,,,,,,,,,,,,,,,"284","38","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-30T06:00:00","13.60","-18.20",,,"1","4","0","0","8","2",,"1",,,,,,,,,"10142","2","3",,,,,,,,,,,"A",,,,,,,,"284","38","992","114","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"SMGW","2016-09-30T06:00:00","11.70","-18.40",,,"1","6","2","5","4","4",,"1",,"60",,"80","1","96",,,"10127","5","3","8","238",,,,"1","280","8",,,"A",,,,,,,,"284","18","798","172","5","1","2","1","11211F","111AA11AA11AA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-30T06:55:00","13.76","-18.18",,,"1","5","2","5","8","2",,"1",,,,,,,,,"10146","2","11",,,,,,,,,,,,,,,,,,,"284","38","798","172","5","0",,"1","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-30T07:00:00","13.80","-18.20",,,"1","4","0","0","8","2",,"1",,,,,,,,,"10146","2","11",,,,,,,,,,,"A",,,,,,,,"284","38","992","114","5","1","2","1","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-30T07:55:00","13.97","-18.18",,,"1","5","2","5","0","4",,"1",,,,,,,,,"10152","2","12",,,,,,,,,,,,,,,,,,,"284","38","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-30T08:00:00","14.00","-18.20",,,"1","4","0","0","8","3",,"1",,,,,,,,,"10152","2","12",,,,,,,,,,,"A",,,,,,,,"284","48","992","114","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-30T08:55:00","14.19","-18.18",,,"1","5","2","5","8","4",,"1",,,,,,,,,"10153","2","11",,,,,,,,,,,,,,,,,,,"284","48","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-30T09:00:00","14.20","-18.20",,,"1","4","0","0","8","3",,"1",,,,,,,,,"10153","2","11",,,,,,,,,,,"A",,,,,,,,"284","48","992","114","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-30T09:55:00","14.41","-18.18",,,"1","5","2","5","8","4",,"1",,,,,,,,,"10158","2","12",,,,,,,,,,,,,,,,,,,"284","48","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-30T10:00:00","14.40","-18.20",,,"1","4","0","0","8","3",,"1",,,,,,,,,"10158","2","12",,,,,,,,,,,"A",,,,,,,,"284","48","992","114","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-30T10:55:00","14.62","-18.18",,,"1","5","2","5","8","4",,"1",,,,,,,,,"10159","2","7",,,,,,,,,,,,,,,,,,,"284","48","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-30T11:00:00","14.60","-18.20",,,"1","4","0","0","8","3",,"1",,,,,,,,,"10159","2","7",,,,,,,,,,,"A",,,,,,,,"284","48","992","114","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-30T11:55:00","14.83","-18.18",,,"1","5","2","5","0","4",,"1",,,,,,,,,"10156","2","2",,,,,,,,,,,,,,,,,,,"284","48","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"A8IY6","2016-09-30T12:00:00","10.40","-17.00",,,"1","4","0","0","7","3",,"1","0","130","4","26",,"98","3","6","10156","1","20","0","268","0","230","214","3","280","6","4","5","3","3","0","8","1",,,,"284","7","992","114","5","1","2","2","111111","111111111111A1",,"1","2",,,,,,,,,"4",,
"BAREU65","2016-09-30T12:00:00","14.80","-18.20",,,"1","4","0","0","8","3",,"1",,,,,,,,,"10156","2","2",,,,,,,,,,,"A",,,,,,,,"284","48","992","114","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"SMGW","2016-09-30T12:00:00","10.20","-17.30",,,"1","6","2","5","3","4",,"1",,,,,"1","98",,,"10093","0","0","8","273",,,,"1","285",,,,,,,,,,,,"284","7","798","172","5","1","2","2","11FF1F","1A1AA11AA1AAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-30T12:55:00","15.04","-18.18",,,"1","5","2","5","0","4",,"1",,,,,,,,,"10149","7","9",,,,,,,,,,,,,,,,,,,"284","58","798","172","5","0",,"2","FFFF1F","1AAAA1AAAAAAA1","5",,,,,,,,,,,,,
"BAREU65","2016-09-30T13:00:00","15.00","-18.20",,,"1","4","0","0","8","3",,"1",,,,,,,,,"10149","7","9",,,,,,,,,,,"A",,,,,,,,"284","58","992","114","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
"BAREU65","2016-09-30T14:00:00","15.20","-18.20",,,"1","4","0","0","8","3",,"1",,,,,,,,,"10143","7","16",,,,,,,,,,,"A",,,,,,,,"284","58","992","114","5","1","2","2","FFFF1F","1AAAA1AAAA8AA1",,"6",,,,,,,,,,"4",,
